iter	Passed	Remaining
1704	4868	3814
1705	4870	3811
1706	4872	3808
1707	4875	3804
1708	4877	3801
1709	4880	3798
1710	4883	3795
1711	4885	3792
1712	4888	3789
1713	4890	3786
1714	4893	3783
1715	4896	3780
1716	4898	3777
1717	4901	3774
1718	4903	3771
1719	4906	3768
1720	4909	3765
1721	4913	3763
1722	4915	3760
1723	4918	3757
1724	4920	3754
1725	4923	3750
1726	4925	3747
1727	4928	3745
1728	4931	3742
1729	4933	3738
1730	4936	3735
1731	4938	3732
1732	4941	3729
1733	4943	3726
1734	4946	3723
1735	4949	3720
1736	4952	3717
1737	4955	3715
1738	4958	3712
1739	4961	3709
1740	4963	3706
1741	4966	3703
1742	4968	3700
1743	4971	3697
1744	4973	3693
1745	4976	3691
1746	4979	3688
1747	4981	3685
1748	4984	3681
1749	4986	3678
1750	4989	3675
1751	4992	3673
1752	4995	3670
1753	4997	3667
1754	5000	3663
1755	5002	3660
1756	5005	3657
1757	5007	3654
1758	5010	3651
1759	5012	3648
1760	5015	3645
1761	5017	3642
1762	5020	3639
1763	5022	3636
1764	5025	3633
1765	5028	3630
1766	5030	3626
1767	5033	3623
1768	5035	3620
1769	5038	3617
1770	5040	3614
1771	5043	3611
1772	5046	3608
1773	5048	3606
1774	5051	3602
1775	5053	3599
1776	5056	3597
1777	5059	3594
1778	5061	3590
1779	5064	3587
1780	5067	3584
1781	5070	3582
1782	5073	3579
1783	5076	3576
1784	5078	3573
1785	5081	3570
1786	5084	3567
1787	5086	3564
1788	5089	3561
1789	5092	3559
1790	5095	3556
1791	5098	3553
1792	5100	3550
1793	5103	3547
1794	5106	3544
1795	5109	3541
1796	5112	3539
1797	5115	3536
1798	5117	3533
1799	5120	3530
1800	5123	3527
1801	5126	3524
1802	5128	3521
1803	5131	3518
1804	5133	3515
1805	5136	3512
1806	5138	3509
1807	5141	3506
1808	5144	3503
1809	5146	3500
1810	5148	3496
1811	5151	3493
1812	5154	3491
1813	5156	3488
1814	5159	3484
1815	5161	3481
1816	5163	3478
1817	5166	3475
1818	5168	3472
1819	5171	3469
1820	5173	3466
1821	5176	3463
1822	5178	3459
1823	5181	3456
1824	5183	3453
1825	5187	3451
1826	5189	3448
1827	5192	3445
1828	5195	3442
1829	5197	3439
1830	5199	3436
1831	5202	3433
1832	5205	3430
1833	5207	3427
1834	5209	3423
1835	5211	3420
1836	5214	3417
1837	5216	3414
1838	5219	3411
1839	5222	3408
1840	5224	3405
1841	5227	3402
1842	5229	3399
1843	5231	3396
1844	5234	3393
1845	5237	3390
1846	5240	3387
1847	5242	3384
1848	5245	3381
1849	5247	3378
1850	5250	3375
1851	5252	3372
1852	5255	3369
1853	5257	3366
1854	5260	3363
1855	5262	3360
1856	5264	3356
1857	5268	3354
1858	5270	3351
1859	5273	3348
1860	5275	3345
1861	5278	3342
1862	5280	3338
1863	5284	3336
1864	5287	3333
1865	5289	3330
1866	5292	3327
1867	5294	3324
1868	5297	3321
1869	5300	3319
1870	5303	3316
1871	5306	3313
1872	5309	3310
1873	5312	3308
1874	5314	3305
1875	5317	3302
1876	5320	3299
1877	5322	3296
1878	5325	3293
1879	5327	3290
1880	5330	3287
1881	5332	3284
1882	5335	3281
1883	5337	3277
1884	5339	3274
1885	5342	3271
1886	5344	3268
1887	5347	3265
1888	5350	3262
1889	5353	3260
1890	5355	3256
1891	5357	3253
1892	5360	3250
1893	5362	3247
1894	5365	3244
1895	5367	3241
1896	5370	3238
1897	5372	3235
1898	5375	3232
1899	5377	3229
1900	5380	3226
1901	5382	3223
1902	5384	3220
1903	5387	3216
1904	5389	3213
1905	5391	3210
1906	5394	3207
1907	5397	3204
1908	5399	3201
1909	5401	3198
1910	5404	3195
1911	5406	3192
1912	5408	3189
1913	5410	3185
1914	5414	3183
1915	5416	3180
1916	5419	3177
1917	5421	3174
1918	5424	3171
1919	5426	3168
1920	5430	3166
1921	5432	3162
1922	5434	3159
1923	5437	3156
1924	5439	3153
1925	5442	3150
1926	5445	3147
1927	5447	3144
1928	5449	3141
1929	5452	3138
1930	5454	3135
1931	5456	3132
1932	5459	3129
1933	5462	3126
1934	5464	3123
1935	5467	3120
1936	5469	3117
1937	5472	3114
1938	5474	3111
1939	5477	3108
1940	5479	3105
1941	5482	3102
1942	5484	3099
1943	5487	3096
1944	5489	3093
1945	5492	3090
1946	5494	3087
1947	5497	3084
1948	5499	3081
1949	5502	3078
1950	5505	3075
1951	5507	3072
1952	5510	3069
1953	5512	3066
1954	5515	3063
1955	5518	3061
1956	5521	3058
1957	5524	3055
1958	5527	3052
1959	5530	3049
1960	5532	3047
1961	5535	3044
1962	5538	3041
1963	5541	3038
1964	5545	3036
1965	5547	3033
1966	5550	3030
1967	5552	3027
1968	5555	3024
1969	5558	3021
1970	5561	3019
1971	5564	3016
1972	5566	3013
1973	5568	3010
1974	5571	3007
1975	5573	3004
1976	5576	3001
1977	5579	2998
1978	5581	2995
1979	5583	2992
1980	5586	2989
1981	5589	2986
1982	5591	2983
1983	5594	2980
1984	5596	2977
1985	5599	2974
1986	5601	2971
1987	5603	2968
1988	5606	2965
1989	5609	2962
1990	5611	2959
1991	5614	2956
1992	5616	2953
1993	5619	2950
1994	5621	2947
1995	5625	2944
1996	5627	2941
1997	5630	2939
1998	5632	2936
1999	5635	2933
2000	5637	2930
2001	5640	2927
2002	5643	2924
2003	5645	2921
2004	5648	2918
2005	5650	2915
2006	5653	2912
2007	5657	2910
2008	5659	2907
2009	5662	2904
2010	5664	2901
2011	5667	2898
2012	5670	2895
2013	5673	2893
2014	5676	2890
2015	5678	2887
2016	5681	2884
2017	5683	2881
2018	5686	2878
2019	5689	2875
2020	5692	2872
2021	5694	2869
2022	5696	2866
2023	5699	2863
2024	5702	2860
2025	5704	2857
2026	5707	2855
2027	5709	2852
2028	5712	2849
2029	5714	2846
2030	5717	2843
2031	5720	2840
2032	5723	2837
2033	5725	2834
2034	5728	2832
2035	5731	2829
2036	5735	2827
2037	5739	2824
2038	5742	2821
2039	5745	2819
2040	5749	2817
2041	5756	2816
2042	5759	2813
2043	5762	2810
2044	5765	2807
2045	5767	2805
2046	5771	2802
2047	5773	2799
2048	5776	2796
2049	5778	2793
2050	5781	2790
2051	5783	2787
2052	5796	2789
2053	5799	2786
2054	5802	2783
2055	5804	2780
2056	5806	2777
2057	5809	2774
2058	5811	2771
2059	5814	2768
2060	5816	2765
2061	5819	2763
2062	5822	2760
2063	5824	2757
2064	5826	2753
2065	5829	2751
2066	5831	2748
2067	5834	2745
2068	5837	2742
2069	5839	2739
2070	5842	2736
2071	5844	2733
2072	5846	2730
2073	5849	2727
2074	5852	2724
2075	5855	2721
2076	5857	2718
2077	5860	2715
2078	5862	2712
2079	5864	2709
2080	5867	2706
2081	5870	2704
2082	5873	2701
2083	5876	2698
2084	5878	2695
2085	5881	2692
2086	5900	2697
2087	5903	2694
2088	5906	2691
2089	5908	2688
2090	5910	2685
2091	5913	2682
2092	5917	2680
2093	5920	2677
2094	5922	2674
2095	5925	2671
2096	5927	2668
2097	5930	2665
2098	5933	2662
2099	5935	2659
2100	5938	2656
2101	5940	2653
2102	5942	2650
2103	5945	2647
2104	5948	2644
2105	5950	2641
2106	5953	2638
2107	5955	2636
2108	5958	2633
2109	5960	2630
2110	5963	2627
2111	5965	2624
2112	5968	2621
2113	5971	2618
2114	5973	2615
2115	5976	2612
2116	5978	2609
2117	5981	2606
2118	5984	2603
2119	5987	2601
2120	5989	2598
2121	5992	2595
2122	5995	2592
2123	5998	2589
2124	6001	2587
2125	6004	2584
2126	6006	2581
2127	6009	2578
2128	6012	2575
2129	6019	2574
2130	6021	2571
2131	6024	2568
2132	6027	2565
2133	6029	2562
2134	6032	2559
2135	6035	2557
2136	6037	2554
2137	6040	2551
2138	6043	2548
2139	6045	2545
2140	6048	2542
2141	6051	2539
2142	6053	2536
2143	6056	2533
2144	6058	2530
2145	6061	2528
2146	6064	2525
2147	6067	2522
2148	6069	2519
2149	6072	2516
2150	6074	2513
2151	6076	2510
2152	6079	2507
2153	6081	2504
2154	6084	2501
2155	6086	2498
2156	6089	2495
2157	6091	2492
2158	6094	2489
2159	6097	2486
2160	6099	2483
2161	6102	2480
2162	6104	2477
2163	6107	2475
2164	6110	2472
2165	6113	2469
2166	6116	2466
2167	6119	2463
2168	6122	2461
2169	6124	2458
2170	6127	2455
2171	6130	2452
2172	6133	2449
2173	6135	2446
2174	6137	2443
2175	6140	2440
2176	6143	2438
2177	6145	2435
2178	6148	2432
2179	6150	2429
2180	6152	2426
2181	6155	2423
2182	6157	2420
2183	6160	2417
2184	6162	2414
2185	6165	2411
2186	6168	2408
2187	6170	2405
2188	6172	2402
2189	6176	2399
2190	6178	2396
2191	6180	2393
2192	6182	2390
2193	6185	2387
2194	6187	2384
2195	6190	2382
2196	6193	2379
2197	6195	2376
2198	6198	2373
2199	6200	2370
2200	6202	2367
2201	6205	2364
2202	6208	2361
2203	6210	2358
2204	6213	2355
2205	6215	2352
2206	6217	2349
2207	6220	2346
2208	6222	2343
2209	6225	2341
2210	6228	2338
2211	6230	2335
2212	6233	2332
2213	6236	2329
2214	6240	2327
2215	6242	2323
2216	6244	2321
2217	6247	2317
2218	6249	2315
2219	6251	2312
2220	6254	2309
2221	6257	2306
2222	6259	2303
2223	6261	2300
2224	6264	2297
2225	6266	2294
2226	6268	2291
2227	6271	2288
2228	6274	2285
2229	6277	2282
2230	6279	2279
2231	6281	2276
2232	6284	2273
2233	6286	2270
2234	6289	2268
2235	6292	2265
2236	6294	2262
2237	6296	2259
2238	6298	2256
2239	6301	2253
2240	6304	2250
2241	6306	2247
2242	6309	2244
2243	6311	2241
2244	6313	2238
2245	6316	2235
2246	6318	2232
2247	6322	2230
2248	6325	2227
2249	6327	2224
2250	6330	2221
2251	6332	2218
2252	6335	2215
2253	6337	2212
2254	6341	2210
2255	6344	2207
2256	6346	2204
2257	6349	2201
2258	6352	2199
2259	6355	2196
2260	6357	2193
2261	6360	2190
2262	6363	2187
2263	6365	2184
2264	6369	2182
2265	6372	2179
2266	6374	2176
2267	6377	2173
2268	6379	2170
2269	6382	2167
2270	6385	2164
2271	6387	2161
2272	6390	2159
2273	6393	2156
2274	6396	2153
2275	6399	2150
2276	6402	2148
2277	6406	2145
2278	6408	2142
2279	6411	2139
2280	6413	2137
2281	6417	2134
2282	6420	2131
2283	6422	2128
2284	6425	2125
2285	6428	2123
2286	6430	2120
2287	6434	2117
2288	6436	2114
2289	6439	2111
2290	6442	2109
2291	6445	2106
2292	6447	2103
2293	6451	2100
2294	6453	2097
2295	6457	2095
2296	6460	2092
2297	6463	2089
2298	6469	2087
2299	6472	2085
2300	6475	2082
2301	6477	2079
2302	6480	2076
2303	6483	2074
2304	6486	2071
2305	6488	2068
2306	6491	2065
2307	6494	2062
2308	6497	2059
2309	6500	2057
2310	6503	2054
2311	6505	2051
2312	6509	2048
2313	6512	2046
2314	6515	2043
2315	6517	2040
2316	6520	2037
2317	6523	2034
2318	6526	2031
2319	6529	2029
2320	6532	2026
2321	6535	2023
2322	6538	2020
2323	6540	2018
2324	6543	2015
2325	6546	2012
2326	6549	2009
2327	6551	2006
2328	6554	2003
2329	6556	2000
2330	6559	1997
2331	6562	1995
2332	6565	1992
2333	6568	1989
2334	6570	1986
2335	6574	1984
2336	6578	1981
2337	6582	1979
2338	6585	1976
2339	6588	1973
2340	6590	1970
2341	6593	1968
2342	6597	1965
2343	6599	1962
2344	6602	1959
2345	6604	1956
2346	6607	1953
2347	6610	1951
2348	6613	1948
2349	6616	1945
2350	6618	1942
2351	6621	1939
2352	6623	1936
2353	6627	1934
2354	6629	1931
2355	6632	1928
2356	6635	1925
2357	6637	1922
2358	6640	1919
2359	6644	1917
2360	6646	1914
2361	6649	1911
2362	6652	1908
2363	6654	1905
2364	6657	1903
2365	6660	1900
2366	6663	1897
2367	6665	1894
2368	6668	1891
2369	6671	1888
2370	6673	1885
2371	6676	1883
2372	6679	1880
2373	6682	1877
2374	6685	1874
2375	6687	1871
2376	6714	1875
2377	6716	1872
2378	6718	1869
2379	6721	1866
2380	6724	1863
2381	6726	1861
2382	6730	1858
2383	6733	1855
2384	6735	1852
2385	6738	1849
2386	6741	1847
2387	6744	1844
2388	6746	1841
2389	6749	1838
2390	6751	1835
2391	6753	1832
2392	6757	1829
2393	6760	1826
2394	6762	1824
2395	6765	1821
2396	6767	1818
2397	6770	1815
2398	6773	1812
2399	6776	1809
2400	6779	1806
2401	6781	1804
2402	6783	1801
2403	6786	1798
2404	6789	1795
2405	6792	1792
2406	6794	1789
2407	6797	1786
2408	6799	1783
2409	6802	1780
2410	6804	1778
2411	6807	1775
2412	6810	1772
2413	6813	1769
2414	6816	1766
2415	6818	1763
2416	6821	1761
2417	6823	1758
2418	6826	1755
2419	6828	1752
2420	6831	1749
2421	6833	1746
2422	6836	1743
2423	6838	1740
2424	6841	1737
2425	6843	1734
2426	6846	1731
2427	6848	1729
2428	6851	1726
2429	6853	1723
2430	6856	1720
2431	6858	1717
2432	6861	1714
2433	6863	1711
2434	6866	1708
2435	6874	1707
2436	6877	1704
2437	6879	1701
2438	6882	1698
2439	6884	1695
2440	6887	1692
2441	6890	1690
2442	6892	1687
2443	6895	1684
2444	6897	1681
2445	6900	1678
2446	6903	1675
2447	6905	1672
2448	6908	1669
2449	6910	1666
2450	6912	1664
2451	6915	1661
2452	6918	1658
2453	6921	1655
2454	6924	1652
2455	6927	1650
2456	6929	1647
2457	6932	1644
2458	6936	1641
2459	6939	1638
2460	6941	1636
2461	6944	1633
2462	6946	1630
2463	6949	1627
2464	6952	1624
2465	6955	1621
2466	6958	1618
2467	6960	1616
2468	6963	1613
2469	6966	1610
2470	6968	1607
2471	6971	1604
2472	6973	1601
2473	6976	1598
2474	6979	1596
2475	6982	1593
2476	6985	1590
2477	6988	1587
2478	6991	1585
2479	6994	1582
2480	6997	1579
2481	7000	1576
2482	7003	1573
2483	7005	1570
2484	7008	1568
2485	7011	1565
2486	7013	1562
2487	7016	1559
2488	7019	1556
2489	7022	1553
2490	7024	1551
2491	7027	1548
2492	7029	1545
2493	7032	1542
2494	7035	1539
2495	7037	1536
2496	7040	1533
2497	7043	1531
2498	7045	1528
2499	7049	1525
2500	7051	1522
2501	7054	1519
2502	7056	1516
2503	7058	1513
2504	7061	1510
2505	7064	1508
2506	7066	1505
2507	7069	1502
2508	7072	1499
2509	7074	1496
2510	7077	1493
2511	7079	1490
2512	7081	1487
2513	7084	1485
2514	7087	1482
2515	7089	1479
2516	7092	1476
2517	7094	1473
2518	7096	1470
2519	7099	1467
2520	7101	1464
2521	7104	1462
2522	7106	1459
2523	7109	1456
2524	7112	1453
2525	7114	1450
2526	7117	1447
2527	7120	1444
2528	7122	1441
2529	7124	1439
2530	7128	1436
2531	7131	1433
2532	7134	1430
2533	7137	1428
2534	7140	1425
2535	7143	1422
2536	7145	1419
2537	7148	1416
2538	7151	1413
2539	7154	1411
2540	7156	1408
2541	7158	1405
2542	7161	1402
2543	7163	1399
2544	7166	1396
2545	7169	1393
2546	7171	1390
2547	7173	1388
2548	7176	1385
2549	7178	1382
2550	7180	1379
2551	7183	1376
2552	7186	1373
2553	7189	1370
2554	7191	1367
2555	7194	1365
2556	7196	1362
2557	7198	1359
2558	7203	1356
2559	7205	1353
2560	7208	1351
2561	7211	1348
2562	7214	1345
2563	7217	1342
2564	7220	1339
2565	7222	1337
2566	7225	1334
2567	7228	1331
2568	7231	1328
2569	7234	1325
2570	7236	1322
2571	7239	1320
2572	7242	1317
2573	7244	1314
2574	7247	1311
2575	7250	1308
2576	7252	1305
2577	7255	1302
2578	7257	1300
2579	7260	1297
2580	7263	1294
2581	7266	1291
2582	7269	1288
2583	7272	1286
2584	7275	1283
2585	7277	1280
2586	7279	1277
2587	7282	1274
2588	7285	1271
2589	7287	1269
2590	7290	1266
2591	7292	1263
2592	7294	1260
2593	7302	1258
2594	7304	1255
2595	7307	1252
2596	7309	1249
2597	7311	1246
2598	7314	1243
2599	7317	1241
2600	7319	1238
2601	7322	1235
2602	7324	1232
2603	7326	1229
2604	7330	1226
2605	7333	1224
2606	7336	1221
2607	7338	1218
2608	7340	1215
2609	7343	1212
2610	7346	1209
2611	7349	1207
2612	7351	1204
2613	7353	1201
2614	7356	1198
2615	7358	1195
2616	7361	1192
2617	7364	1189
2618	7366	1186
2619	7368	1184
2620	7371	1181
2621	7373	1178
2622	7376	1175
2623	7379	1172
2624	7382	1169
2625	7385	1167
2626	7388	1164
2627	7391	1161
2628	7394	1158
2629	7396	1155
2630	7399	1153
2631	7401	1150
2632	7404	1147
2633	7406	1144
2634	7409	1141
2635	7411	1138
2636	7414	1135
2637	7416	1133
2638	7419	1130
2639	7421	1127
2640	7424	1124
2641	7427	1121
2642	7429	1118
2643	7432	1115
2644	7434	1113
2645	7437	1110
2646	7439	1107
2647	7442	1104
2648	7444	1101
2649	7447	1098
2650	7450	1096
2651	7452	1093
2652	7454	1090
2653	7457	1087
2654	7460	1084
2655	7463	1081
2656	7465	1078
2657	7468	1076
2658	7470	1073
2659	7472	1070
2660	7475	1067
2661	7478	1064
2662	7480	1061
2663	7483	1058
2664	7485	1056
2665	7487	1053
2666	7490	1050
2667	7493	1047
2668	7496	1044
2669	7499	1042
2670	7502	1039
2671	7505	1036
2672	7508	1033
2673	7510	1030
2674	7513	1027
2675	7515	1025
2676	7518	1022
2677	7522	1019
2678	7525	1016
2679	7527	1013
2680	7529	1011
2681	7532	1008
2682	7535	1005
2683	7539	1002
2684	7542	1000
2685	7544	997
2686	7547	994
2687	7549	991
2688	7552	988
2689	7554	985
2690	7557	983
2691	7560	980
2692	7562	977
2693	7565	974
2694	7567	971
2695	7570	968
2696	7572	965
2697	7575	963
2698	7577	960
2699	7580	957
2700	7582	954
2701	7584	951
2702	7588	948
2703	7591	946
2704	7593	943
2705	7596	940
2706	7598	937
2707	7601	934
2708	7603	931
2709	7606	929
2710	7609	926
2711	7612	923
2712	7614	920
2713	7616	917
2714	7620	915
2715	7622	912
2716	7625	909
2717	7627	906
2718	7630	903
2719	7632	900
2720	7635	897
2721	7637	895
2722	7640	892
2723	7642	889
2724	7645	886
2725	7647	883
2726	7650	880
2727	7653	878
2728	7655	875
2729	7658	872
2730	7660	869
2731	7662	866
2732	7665	863
2733	7668	861
2734	7670	858
2735	7673	855
2736	7675	852
2737	7678	849
2738	7680	846
2739	7683	844
2740	7685	841
2741	7688	838
2742	7691	835
2743	7693	832
2744	7696	829
2745	7698	827
2746	7701	824
2747	7703	821
2748	7706	818
2749	7708	815
2750	7711	812
2751	7713	810
2752	7716	807
2753	7718	804
2754	7721	801
2755	7724	798
2756	7726	795
2757	7729	793
2758	7733	790
2759	7736	787
2760	7739	784
2761	7742	782
2762	7744	779
2763	7747	776
2764	7750	773
2765	7753	770
2766	7756	768
2767	7758	765
2768	7761	762
2769	7764	759
2770	7766	756
2771	7769	753
2772	7771	751
2773	7774	748
2774	7776	745
2775	7779	742
2776	7782	739
2777	7785	737
2778	7787	734
2779	7790	731
2780	7792	728
2781	7795	725
2782	7798	722
2783	7800	720
2784	7803	717
2785	7805	714
2786	7808	711
2787	7810	708
2788	7813	705
2789	7816	703
2790	7818	700
2791	7820	697
2792	7823	694
2793	7825	691
2794	7828	689
2795	7830	686
2796	7833	683
2797	7835	680
2798	7838	677
2799	7840	674
2800	7843	672
2801	7847	669
2802	7849	666
2803	7852	663
2804	7855	660
2805	7858	658
2806	7860	655
2807	7863	652
2808	7866	649
2809	7868	646
2810	7871	644
2811	7873	641
2812	7875	638
2813	7879	635
2814	7881	632
2815	7884	629
2816	7886	627
2817	7889	624
2818	7891	621
2819	7894	618
2820	7897	615
2821	7900	613
2822	7902	610
2823	7905	607
2824	7907	604
2825	7911	601
2826	7913	599
2827	7916	596
2828	7918	593
2829	7921	590
2830	7923	587
2831	7927	585
2832	7930	582
2833	7932	579
2834	7935	576
2835	7937	573
2836	7940	570
2837	7944	568
2838	7947	565
2839	7950	562
2840	7953	559
2841	7955	557
2842	7958	554
2843	7962	551
2844	7965	548
2845	7968	545
2846	7971	543
2847	7973	540
2848	7976	537
2849	7979	534
2850	7982	531
2851	7984	529
2852	7987	526
2853	7989	523
2854	7992	520
2855	7995	517
2856	7998	515
2857	8000	512
2858	8003	509
2859	8005	506
2860	8008	503
2861	8011	501
2862	8013	498
2863	8016	495
2864	8018	492
2865	8020	489
2866	8023	486
2867	8026	484
2868	8028	481
2869	8031	478
2870	8033	475
2871	8036	472
2872	8038	470
2873	8041	467
2874	8043	464
2875	8046	461
2876	8048	458
2877	8050	455
2878	8053	453
2879	8056	450
2880	8058	447
2881	8061	444
2882	8063	441
2883	8065	439
2884	8068	436
2885	8070	433
2886	8073	430
2887	8075	427
2888	8078	425
2889	8080	422
2890	8083	419
2891	8085	416
2892	8088	413
2893	8090	410
2894	8093	408
2895	8095	405
2896	8098	402
2897	8100	399
2898	8103	396
2899	8105	394
2900	8108	391
2901	8111	388
2902	8113	385
2903	8116	382
2904	8118	380
2905	8121	377
2906	8123	374
2907	8126	371
2908	8128	368
2909	8131	366
2910	8133	363
2911	8136	360
2912	8139	357
2913	8141	354
2914	8144	352
2915	8147	349
2916	8149	346
2917	8153	343
2918	8155	340
2919	8158	338
2920	8160	335
2921	8163	332
2922	8165	329
2923	8168	326
2924	8170	324
2925	8173	321
2926	8175	318
2927	8178	315
2928	8180	312
2929	8183	310
2930	8186	307
2931	8188	304
2932	8191	301
2933	8194	298
2934	8196	296
2935	8200	293
2936	8203	290
2937	8205	287
2938	8207	284
2939	8210	282
2940	8212	279
2941	8215	276
2942	8218	273
2943	8220	270
2944	8223	268
2945	8225	265
2946	8228	262
2947	8230	259
2948	8233	256
2949	8236	254
2950	8238	251
2951	8240	248
2952	8243	245
2953	8245	242
2954	8248	240
2955	8250	237
2956	8253	234
2957	8255	231
2958	8258	228
2959	8260	226
2960	8262	223
2961	8265	220
2962	8268	217
2963	8270	214
2964	8273	212
2965	8275	209
2966	8278	206
2967	8281	203
2968	8284	200
2969	8286	198
2970	8288	195
2971	8291	192
2972	8293	189
2973	8295	186
2974	8298	184
2975	8301	181
2976	8303	178
2977	8306	175
2978	8308	172
2979	8311	170
2980	8314	167
2981	8317	164
2982	8320	161
2983	8322	158
2984	8325	156
2985	8327	153
2986	8330	150
2987	8333	147
2988	8335	145
2989	8338	142
2990	8340	139
2991	8342	136
2992	8345	133
2993	8349	131
2994	8352	128
2995	8354	125
2996	8357	122
2997	8360	119
2998	8362	117
2999	8365	114
3000	8367	111
3001	8369	108
3002	8372	105
3003	8375	103
3004	8377	100
3005	8380	97
3006	8382	94
3007	8384	91
3008	8387	89
3009	8389	86
3010	8392	83
3011	8394	80
3012	8397	78
3013	8399	75
3014	8402	72
3015	8404	69
3016	8407	66
3017	8410	64
3018	8412	61
3019	8415	58
3020	8418	55
3021	8421	52
3022	8424	50
3023	8427	47
3024	8430	44
3025	8432	41
3026	8435	39
3027	8438	36
3028	8440	33
3029	8443	30
3030	8445	27
3031	8448	25
3032	8450	22
3033	8453	19
3034	8455	16
3035	8458	13
3036	8460	11
3037	8463	8
3038	8465	5
3039	8468	2
3040	8470	0
