iter	Passed	Remaining
172	471	7819
173	474	7819
174	477	7821
175	480	7820
176	482	7814
177	485	7804
178	487	7796
179	490	7795
180	493	7800
181	496	7792
182	498	7787
183	501	7783
184	503	7775
185	506	7771
186	509	7777
187	512	7772
188	514	7767
189	517	7763
190	519	7758
191	522	7750
192	525	7749
193	528	7750
194	530	7743
195	533	7738
196	536	7738
197	538	7736
198	541	7736
199	544	7732
200	547	7729
201	549	7724
202	552	7718
203	554	7711
204	557	7718
205	560	7714
206	563	7712
207	565	7706
208	568	7700
209	570	7691
210	573	7693
211	576	7692
212	578	7686
213	581	7686
214	585	7690
215	588	7697
216	591	7699
217	594	7696
218	596	7689
219	599	7685
220	601	7678
221	605	7682
222	607	7682
223	610	7677
224	612	7669
225	615	7664
226	617	7657
227	621	7664
228	624	7663
229	626	7657
230	629	7651
231	631	7650
232	634	7650
233	638	7654
234	640	7649
235	643	7648
236	646	7646
237	649	7644
238	652	7647
239	654	7642
240	657	7639
241	659	7632
242	662	7628
243	664	7621
244	667	7616
245	670	7612
246	672	7607
247	675	7602
248	677	7595
249	680	7595
250	682	7588
251	685	7590
252	688	7583
253	690	7579
254	693	7576
255	695	7570
256	698	7568
257	702	7577
258	706	7583
259	709	7590
260	712	7589
261	715	7586
262	718	7588
263	721	7586
264	723	7584
265	726	7579
266	729	7575
267	731	7568
268	734	7571
269	737	7571
270	740	7568
271	743	7564
272	745	7560
273	748	7563
274	751	7559
275	754	7554
276	756	7552
277	759	7547
278	761	7542
279	765	7546
280	768	7543
281	770	7538
282	773	7536
283	774	7521
284	777	7516
285	779	7512
286	782	7510
287	785	7507
288	787	7500
289	790	7497
290	792	7493
291	795	7492
292	798	7490
293	801	7486
294	803	7483
295	806	7478
296	809	7477
297	812	7474
298	815	7478
299	818	7480
300	821	7477
301	824	7480
302	827	7479
303	830	7481
304	833	7476
305	836	7473
306	838	7469
307	841	7466
308	844	7466
309	847	7464
310	850	7461
311	852	7456
312	855	7454
313	857	7448
314	860	7446
315	863	7446
316	866	7442
317	868	7439
318	871	7435
319	873	7430
320	876	7430
321	879	7427
322	882	7425
323	885	7421
324	887	7416
325	890	7415
326	893	7417
327	896	7417
328	899	7413
329	901	7409
330	904	7406
331	906	7400
332	910	7400
333	912	7397
334	915	7393
335	917	7389
336	920	7386
337	923	7382
338	926	7384
339	929	7380
340	931	7378
341	934	7375
342	937	7373
343	940	7372
344	943	7372
345	946	7370
346	949	7367
347	951	7364
348	954	7360
349	957	7359
350	960	7358
351	962	7355
352	965	7352
353	968	7348
354	970	7345
355	973	7344
356	976	7339
357	978	7337
358	981	7332
359	984	7329
360	987	7328
361	990	7328
362	993	7327
363	995	7323
364	998	7323
365	1001	7322
366	1005	7323
367	1007	7321
368	1010	7318
369	1013	7314
370	1016	7312
371	1018	7307
372	1021	7305
373	1024	7303
374	1027	7303
375	1030	7300
376	1032	7297
377	1035	7295
378	1038	7293
379	1041	7293
380	1044	7289
381	1047	7288
382	1050	7287
383	1052	7285
384	1056	7288
385	1059	7284
386	1061	7280
387	1064	7276
388	1066	7271
389	1069	7271
390	1072	7266
391	1075	7264
392	1077	7260
393	1080	7257
394	1082	7251
395	1085	7251
396	1088	7247
397	1090	7243
398	1093	7241
399	1095	7235
400	1098	7232
401	1101	7228
402	1104	7227
403	1106	7224
404	1109	7220
405	1112	7217
406	1114	7214
407	1117	7211
408	1120	7208
409	1122	7205
410	1125	7202
411	1128	7201
412	1131	7197
413	1133	7195
414	1136	7191
415	1139	7188
416	1141	7184
417	1144	7181
418	1146	7177
419	1150	7177
420	1152	7173
421	1155	7170
422	1157	7166
423	1160	7163
424	1163	7163
425	1166	7161
426	1169	7159
427	1172	7160
428	1175	7155
429	1177	7151
430	1180	7148
431	1183	7145
432	1185	7141
433	1188	7138
434	1190	7134
435	1193	7132
436	1196	7128
437	1199	7129
438	1202	7127
439	1205	7123
440	1207	7121
441	1210	7118
442	1213	7113
443	1216	7114
444	1219	7111
445	1221	7109
446	1224	7106
447	1227	7103
448	1230	7102
449	1233	7102
450	1236	7099
451	1239	7096
452	1241	7093
453	1244	7092
454	1247	7091
455	1250	7087
456	1252	7084
457	1255	7081
458	1258	7082
459	1261	7078
460	1264	7077
461	1268	7081
462	1272	7083
463	1276	7092
464	1281	7097
465	1284	7095
466	1286	7090
467	1289	7088
468	1292	7085
469	1295	7084
470	1298	7082
471	1303	7094
472	1307	7099
473	1312	7105
474	1316	7111
475	1319	7112
476	1322	7108
477	1325	7105
478	1328	7103
479	1331	7104
480	1334	7101
481	1337	7102
482	1340	7100
483	1343	7098
484	1347	7099
485	1349	7096
486	1352	7093
487	1355	7091
488	1358	7088
489	1361	7088
490	1364	7087
491	1369	7093
492	1371	7089
493	1374	7085
494	1376	7081
495	1379	7076
496	1382	7074
497	1385	7073
498	1387	7069
499	1390	7068
500	1393	7067
501	1397	7066
502	1399	7062
503	1402	7058
504	1407	7065
505	1410	7064
506	1412	7062
507	1415	7059
508	1418	7058
509	1421	7056
510	1424	7052
511	1427	7049
512	1429	7045
513	1432	7041
514	1434	7038
515	1437	7034
516	1440	7034
517	1443	7030
518	1446	7026
519	1448	7024
520	1451	7020
521	1453	7014
522	1456	7012
523	1459	7008
524	1461	7005
525	1464	7002
526	1466	6997
527	1469	6993
528	1472	6990
529	1474	6987
530	1477	6984
531	1480	6981
532	1483	6978
533	1485	6976
534	1489	6976
535	1492	6974
536	1494	6969
537	1497	6965
538	1499	6961
539	1501	6955
540	1505	6954
541	1507	6952
542	1510	6950
543	1514	6949
544	1516	6946
545	1519	6944
546	1522	6942
547	1525	6939
548	1527	6934
549	1530	6930
550	1532	6926
551	1535	6924
552	1538	6922
553	1541	6919
554	1543	6915
555	1546	6911
556	1549	6908
557	1552	6907
558	1555	6905
559	1557	6902
560	1560	6898
561	1563	6896
562	1566	6892
563	1568	6889
564	1571	6887
565	1574	6882
566	1576	6879
567	1579	6875
568	1581	6871
569	1584	6870
570	1587	6867
571	1590	6863
572	1592	6858
573	1595	6855
574	1597	6851
575	1600	6849
576	1603	6847
577	1605	6842
578	1608	6839
579	1611	6835
580	1613	6831
581	1616	6829
582	1619	6826
583	1622	6828
584	1627	6831
585	1630	6832
586	1635	6835
587	1637	6832
588	1640	6828
589	1642	6825
590	1645	6821
591	1648	6820
592	1651	6817
593	1654	6814
594	1656	6811
595	1659	6806
596	1661	6802
597	1665	6802
598	1667	6797
599	1670	6794
600	1672	6790
601	1674	6786
602	1677	6783
603	1680	6781
604	1683	6778
605	1686	6775
606	1688	6771
607	1691	6769
608	1694	6766
609	1697	6765
610	1700	6763
611	1703	6761
612	1705	6757
613	1708	6753
614	1711	6751
615	1714	6749
616	1717	6745
617	1719	6742
618	1722	6738
619	1725	6736
620	1727	6733
621	1736	6752
622	1739	6749
623	1741	6747
624	1745	6746
625	1748	6745
626	1751	6743
627	1754	6739
628	1756	6735
629	1759	6732
630	1762	6731
631	1765	6727
632	1767	6724
633	1770	6720
634	1772	6717
635	1775	6713
636	1778	6711
637	1782	6712
638	1784	6709
639	1787	6706
640	1790	6702
641	1793	6702
642	1796	6698
643	1798	6695
644	1801	6692
645	1804	6688
646	1806	6684
647	1810	6684
648	1813	6682
649	1815	6679
650	1818	6676
651	1821	6672
652	1823	6669
653	1826	6665
654	1828	6661
655	1831	6659
656	1834	6658
657	1837	6654
658	1840	6651
659	1842	6647
660	1845	6646
661	1848	6643
662	1852	6643
663	1855	6641
664	1858	6638
665	1861	6637
666	1864	6635
667	1867	6633
668	1870	6630
669	1872	6627
670	1875	6624
671	1878	6620
672	1881	6619
673	1883	6616
674	1886	6612
675	1889	6609
676	1891	6606
677	1894	6602
678	1897	6601
679	1900	6598
680	1903	6596
681	1906	6594
682	1909	6593
683	1912	6592
684	1916	6590
685	1919	6588
686	1922	6587
687	1925	6584
688	1929	6587
689	1932	6585
690	1935	6582
691	1938	6579
692	1941	6576
693	1943	6574
694	1947	6573
695	1950	6572
696	1953	6570
697	1956	6566
698	1959	6564
699	1963	6565
700	1966	6565
701	1970	6565
702	1973	6562
703	1976	6562
704	1979	6559
705	1982	6557
706	1985	6554
707	1988	6550
708	1990	6548
709	1994	6547
710	1997	6545
711	2000	6542
712	2002	6539
713	2005	6537
714	2009	6536
715	2012	6534
716	2014	6530
717	2017	6527
718	2020	6524
719	2023	6522
720	2026	6521
721	2029	6517
722	2032	6514
723	2034	6512
724	2038	6510
725	2041	6509
726	2044	6505
727	2047	6504
728	2050	6502
729	2053	6499
730	2057	6501
731	2060	6498
732	2063	6496
733	2065	6493
734	2068	6489
735	2071	6486
736	2076	6490
737	2079	6488
738	2082	6485
739	2084	6482
740	2089	6485
741	2092	6483
742	2095	6481
743	2098	6478
744	2101	6475
745	2103	6472
746	2107	6472
747	2110	6469
748	2113	6467
749	2116	6465
750	2119	6462
751	2122	6461
752	2125	6459
753	2128	6456
754	2131	6453
755	2133	6449
756	2137	6449
757	2140	6446
758	2143	6444
759	2146	6442
760	2149	6439
761	2152	6437
762	2155	6436
763	2158	6433
764	2161	6431
765	2164	6428
766	2167	6426
767	2170	6424
768	2173	6421
769	2175	6417
770	2178	6414
771	2181	6412
772	2186	6413
773	2189	6413
774	2192	6409
775	2194	6406
776	2197	6403
777	2200	6400
778	2203	6398
779	2206	6395
780	2208	6392
781	2211	6388
782	2214	6385
783	2216	6381
784	2219	6378
785	2222	6375
786	2224	6372
787	2227	6369
788	2230	6366
789	2233	6364
790	2236	6362
791	2239	6358
792	2242	6356
793	2245	6353
794	2247	6350
795	2250	6348
796	2253	6345
797	2256	6342
798	2258	6338
799	2261	6334
800	2263	6330
801	2266	6328
802	2270	6328
803	2273	6325
804	2275	6320
805	2278	6317
806	2280	6313
807	2283	6311
808	2286	6308
809	2289	6306
810	2292	6302
811	2294	6299
812	2297	6297
813	2300	6294
814	2304	6293
815	2307	6291
816	2310	6288
817	2313	6286
818	2315	6283
819	2318	6279
820	2320	6275
821	2323	6272
822	2326	6269
823	2329	6266
824	2332	6264
825	2334	6261
826	2337	6257
827	2339	6254
828	2342	6251
829	2345	6247
830	2348	6245
831	2351	6242
832	2353	6239
833	2356	6235
834	2359	6233
835	2363	6233
836	2365	6229
837	2368	6227
838	2371	6225
839	2374	6221
840	2377	6219
841	2380	6217
842	2383	6215
843	2386	6212
844	2389	6209
845	2391	6206
846	2395	6204
847	2397	6201
848	2400	6197
849	2403	6195
850	2406	6192
851	2409	6189
852	2412	6187
853	2414	6184
854	2417	6181
855	2420	6178
856	2423	6176
857	2427	6175
858	2429	6171
859	2432	6169
860	2435	6166
861	2438	6163
862	2440	6159
863	2443	6157
864	2446	6154
865	2449	6151
866	2451	6147
867	2454	6144
868	2457	6142
869	2461	6142
870	2463	6138
871	2466	6134
872	2468	6131
873	2471	6127
874	2474	6124
875	2476	6121
876	2479	6118
877	2482	6114
878	2484	6111
879	2487	6107
880	2490	6105
881	2492	6101
882	2495	6098
883	2497	6094
884	2500	6091
885	2503	6088
886	2506	6086
887	2508	6082
888	2511	6079
889	2514	6076
890	2516	6073
891	2519	6069
892	2522	6067
893	2524	6063
894	2527	6060
895	2530	6056
896	2532	6053
897	2535	6051
898	2539	6050
899	2542	6048
900	2545	6044
901	2547	6041
902	2550	6037
903	2552	6034
904	2556	6032
905	2558	6029
906	2561	6026
907	2563	6022
908	2566	6019
909	2568	6015
910	2571	6013
911	2574	6009
912	2576	6006
913	2579	6002
914	2581	5999
915	2584	5995
916	2587	5993
917	2590	5991
918	2593	5989
919	2596	5986
920	2598	5981
921	2601	5978
922	2604	5977
923	2607	5974
924	2610	5972
925	2613	5969
926	2616	5966
927	2619	5964
928	2622	5961
929	2624	5958
930	2627	5954
931	2629	5950
932	2632	5946
933	2635	5944
934	2637	5941
935	2640	5938
936	2642	5933
937	2645	5930
938	2648	5927
939	2651	5926
940	2654	5923
941	2657	5920
942	2660	5918
943	2662	5915
944	2665	5912
945	2668	5910
946	2671	5907
947	2674	5904
948	2676	5900
949	2679	5897
950	2682	5894
951	2684	5891
952	2687	5888
953	2690	5884
954	2692	5882
955	2695	5878
956	2698	5876
957	2701	5873
958	2703	5870
959	2706	5867
960	2709	5863
961	2711	5860
962	2714	5856
963	2717	5854
964	2720	5851
965	2722	5848
966	2725	5844
967	2727	5841
968	2730	5838
969	2733	5835
970	2736	5833
971	2738	5829
972	2741	5826
973	2743	5822
974	2746	5819
975	2749	5817
976	2752	5814
977	2754	5810
978	2757	5807
979	2759	5804
980	2763	5802
981	2766	5800
982	2769	5797
983	2772	5795
984	2775	5793
985	2779	5793
986	2782	5791
987	2785	5788
988	2788	5784
989	2790	5781
990	2793	5778
991	2796	5775
992	2799	5773
993	2801	5770
994	2804	5766
995	2807	5763
996	2810	5761
997	2814	5760
998	2817	5758
999	2819	5755
1000	2822	5752
1001	2825	5749
1002	2838	5766
1003	2840	5763
1004	2843	5760
1005	2845	5756
1006	2848	5754
1007	2851	5751
1008	2854	5748
1009	2857	5745
1010	2859	5741
1011	2862	5738
1012	2864	5735
1013	2867	5732
1014	2870	5728
1015	2872	5725
1016	2875	5723
1017	2878	5720
1018	2881	5718
1019	2884	5714
1020	2887	5712
1021	2890	5710
1022	2893	5707
1023	2895	5704
1024	2898	5701
1025	2901	5698
1026	2904	5695
1027	2906	5692
1028	2909	5688
1029	2912	5685
1030	2914	5682
1031	2917	5678
1032	2919	5675
1033	2922	5672
1034	2925	5670
1035	2938	5686
1036	2940	5683
1037	2943	5680
1038	2946	5677
1039	2948	5673
1040	2951	5670
1041	2953	5666
1042	2956	5664
1043	2959	5660
1044	2961	5657
1045	2964	5654
1046	2967	5651
1047	2969	5647
1048	2972	5644
1049	2975	5641
1050	2978	5638
1051	2980	5635
1052	2983	5632
1053	2985	5629
1054	2988	5626
1055	2991	5623
1056	2994	5620
1057	2996	5617
1058	2999	5614
1059	3002	5611
1060	3005	5609
1061	3008	5606
1062	3012	5604
1063	3014	5601
1064	3017	5598
1065	3020	5595
1066	3023	5593
1067	3026	5590
1068	3028	5586
1069	3031	5583
1070	3033	5579
1071	3036	5576
1072	3038	5573
1073	3041	5570
1074	3043	5566
1075	3046	5563
1076	3049	5560
1077	3051	5557
1078	3054	5554
1079	3057	5551
1080	3060	5549
1081	3063	5545
1082	3065	5542
1083	3068	5539
1084	3071	5536
1085	3073	5533
1086	3076	5529
1087	3078	5526
1088	3081	5523
1089	3083	5519
1090	3086	5516
1091	3089	5513
1092	3092	5510
1093	3094	5507
1094	3096	5503
1095	3099	5500
1096	3102	5497
1097	3105	5494
1098	3107	5490
1099	3109	5487
1100	3113	5485
1101	3116	5482
1102	3118	5479
1103	3121	5476
1104	3123	5473
1105	3126	5470
1106	3129	5467
1107	3132	5464
1108	3134	5461
1109	3137	5458
1110	3140	5455
1111	3143	5452
1112	3146	5449
1113	3148	5446
1114	3151	5444
1115	3154	5441
1116	3157	5438
1117	3160	5435
1118	3162	5432
1119	3165	5429
1120	3167	5425
1121	3170	5422
1122	3172	5418
1123	3175	5415
1124	3178	5412
1125	3180	5409
1126	3183	5406
1127	3186	5403
1128	3188	5400
1129	3191	5397
1130	3194	5394
1131	3196	5391
1132	3199	5387
1133	3202	5384
1134	3205	5382
1135	3208	5380
1136	3211	5377
1137	3213	5374
1138	3216	5370
1139	3218	5367
1140	3221	5365
1141	3224	5361
1142	3226	5358
1143	3229	5354
1144	3231	5351
1145	3234	5347
1146	3236	5344
1147	3239	5341
1148	3242	5339
1149	3245	5336
1150	3247	5333
1151	3250	5330
1152	3253	5327
1153	3256	5325
1154	3259	5322
1155	3262	5319
1156	3264	5316
1157	3267	5312
1158	3269	5309
1159	3272	5307
1160	3275	5303
1161	3277	5300
1162	3280	5297
1163	3283	5294
1164	3285	5290
1165	3288	5287
1166	3290	5284
1167	3293	5280
1168	3295	5277
1169	3298	5274
1170	3300	5270
1171	3303	5268
1172	3306	5265
1173	3309	5262
1174	3311	5259
1175	3314	5255
1176	3316	5252
1177	3319	5250
1178	3322	5247
1179	3326	5246
1180	3329	5243
1181	3331	5240
1182	3334	5237
1183	3337	5234
1184	3340	5231
1185	3343	5229
1186	3346	5226
1187	3349	5223
1188	3352	5221
1189	3354	5218
1190	3357	5214
1191	3359	5211
1192	3362	5207
1193	3364	5204
1194	3367	5202
1195	3370	5199
1196	3373	5196
1197	3375	5193
1198	3378	5189
1199	3380	5186
1200	3383	5184
1201	3386	5181
1202	3389	5178
1203	3391	5174
1204	3394	5171
1205	3397	5168
1206	3400	5166
1207	3402	5163
1208	3405	5159
1209	3407	5156
1210	3409	5152
1211	3412	5149
1212	3415	5147
1213	3418	5143
1214	3420	5140
1215	3423	5137
1216	3425	5134
1217	3428	5131
1218	3440	5142
1219	3443	5139
1220	3446	5137
1221	3449	5134
1222	3451	5131
1223	3454	5128
1224	3457	5125
1225	3460	5122
1226	3463	5120
1227	3466	5117
1228	3469	5114
1229	3471	5111
1230	3474	5108
1231	3476	5104
1232	3479	5101
1233	3481	5098
1234	3484	5095
1235	3486	5092
1236	3489	5088
1237	3491	5085
1238	3494	5082
1239	3497	5080
1240	3500	5076
1241	3502	5073
1242	3505	5070
1243	3508	5067
1244	3510	5064
1245	3513	5061
1246	3516	5059
1247	3519	5056
1248	3521	5053
1249	3524	5050
1250	3528	5048
1251	3531	5045
1252	3533	5042
1253	3536	5039
1254	3538	5035
1255	3541	5032
1256	3544	5030
1257	3547	5027
1258	3550	5024
1259	3552	5021
1260	3555	5018
1261	3557	5015
1262	3560	5012
1263	3563	5009
1264	3565	5005
1265	3568	5002
1266	3570	4999
1267	3573	4996
1268	3576	4993
1269	3579	4991
1270	3581	4988
1271	3584	4985
1272	3587	4981
1273	3589	4979
1274	3593	4976
1275	3595	4973
1276	3598	4970
1277	3601	4967
1278	3603	4964
1279	3606	4961
1280	3609	4959
1281	3612	4956
1282	3615	4953
1283	3617	4950
1284	3620	4947
1285	3623	4944
1286	3625	4941
1287	3629	4939
1288	3631	4936
1289	3634	4932
1290	3636	4929
1291	3639	4926
1292	3642	4924
1293	3644	4920
1294	3647	4917
1295	3650	4914
1296	3652	4911
1297	3656	4909
1298	3659	4906
1299	3661	4903
1300	3664	4900
1301	3666	4897
1302	3669	4894
1303	3672	4891
1304	3675	4888
1305	3677	4885
1306	3680	4882
1307	3682	4879
1308	3685	4876
1309	3688	4873
1310	3691	4871
1311	3694	4869
1312	3697	4866
1313	3701	4865
1314	3704	4862
1315	3707	4859
1316	3710	4856
1317	3712	4853
1318	3715	4850
1319	3717	4847
1320	3720	4844
1321	3723	4841
1322	3726	4838
1323	3728	4835
1324	3731	4832
1325	3733	4829
1326	3737	4826
1327	3739	4823
1328	3742	4820
1329	3744	4817
1330	3747	4814
1331	3750	4811
1332	3753	4809
1333	3756	4806
1334	3758	4803
1335	3761	4800
1336	3764	4797
1337	3766	4794
1338	3769	4791
1339	3772	4788
1340	3775	4786
1341	3777	4782
1342	3780	4779
1343	3782	4776
1344	3785	4773
1345	3788	4770
1346	3791	4767
1347	3793	4764
1348	3796	4761
1349	3799	4759
1350	3803	4758
1351	3806	4755
1352	3809	4753
1353	3812	4750
1354	3817	4749
1355	3820	4746
1356	3822	4743
1357	3825	4740
1358	3828	4737
1359	3830	4734
1360	3833	4732
1361	3835	4728
1362	3838	4725
1363	3841	4722
1364	3843	4719
1365	3846	4716
1366	3849	4714
1367	3852	4711
1368	3855	4708
1369	3858	4705
1370	3861	4703
1371	3864	4700
1372	3866	4697
1373	3869	4694
1374	3872	4692
1375	3875	4689
1376	3877	4686
1377	3880	4683
1378	3883	4680
1379	3885	4677
1380	3888	4673
1381	3891	4671
1382	3897	4672
1383	3900	4669
1384	3904	4667
1385	3907	4665
1386	3910	4663
1387	3914	4661
1388	3919	4661
1389	3922	4658
1390	3924	4655
1391	3927	4652
1392	3930	4650
1393	3933	4647
1394	3936	4644
1395	3939	4642
1396	3942	4639
1397	3945	4637
1398	3948	4634
1399	3952	4632
1400	3954	4629
1401	3958	4627
1402	3963	4626
1403	3967	4626
1404	3971	4624
1405	3975	4623
1406	3979	4621
1407	3983	4619
1408	3987	4618
1409	3990	4615
1410	3993	4613
1411	3996	4611
1412	4000	4609
1413	4003	4606
1414	4006	4603
1415	4010	4602
1416	4013	4599
1417	4016	4596
1418	4018	4593
1419	4021	4590
1420	4024	4587
1421	4027	4585
1422	4030	4582
1423	4032	4579
1424	4035	4576
1425	4037	4573
1426	4042	4572
1427	4045	4570
1428	4048	4567
1429	4052	4565
1430	4056	4563
1431	4059	4561
1432	4063	4559
1433	4068	4559
1434	4072	4557
1435	4075	4555
1436	4077	4551
1437	4081	4549
1438	4084	4547
1439	4087	4544
1440	4090	4541
1441	4093	4539
1442	4095	4535
1443	4098	4533
1444	4103	4531
1445	4106	4530
1446	4109	4527
1447	4113	4525
1448	4117	4523
1449	4120	4520
1450	4122	4517
1451	4125	4514
1452	4128	4511
1453	4131	4508
1454	4135	4508
1455	4150	4518
1456	4159	4521
1457	4162	4519
1458	4173	4525
1459	4177	4523
1460	4180	4521
1461	4184	4518
1462	4188	4517
1463	4191	4514
1464	4193	4511
1465	4196	4508
1466	4198	4504
1467	4201	4502
1468	4204	4499
1469	4207	4496
1470	4209	4493
1471	4212	4490
1472	4215	4486
1473	4217	4484
1474	4220	4481
1475	4223	4478
1476	4226	4475
1477	4229	4472
1478	4232	4469
1479	4235	4467
1480	4238	4464
1481	4241	4461
1482	4244	4458
1483	4246	4455
1484	4249	4453
1485	4253	4450
1486	4256	4447
1487	4258	4444
1488	4261	4441
1489	4264	4438
1490	4267	4436
1491	4270	4434
1492	4274	4431
1493	4277	4429
1494	4280	4426
1495	4283	4423
1496	4286	4420
1497	4289	4417
1498	4292	4415
1499	4296	4413
1500	4299	4411
1501	4302	4408
1502	4305	4405
1503	4308	4402
1504	4310	4399
1505	4313	4396
1506	4317	4394
1507	4319	4391
1508	4322	4388
1509	4325	4385
1510	4328	4383
1511	4331	4379
1512	4333	4376
1513	4336	4374
1514	4341	4372
1515	4344	4369
1516	4346	4366
1517	4349	4363
1518	4353	4361
1519	4355	4358
1520	4358	4355
1521	4361	4352
1522	4364	4350
1523	4368	4348
1524	4370	4344
1525	4373	4341
1526	4376	4338
1527	4378	4335
1528	4383	4334
1529	4386	4331
1530	4389	4329
1531	4392	4326
1532	4397	4325
1533	4400	4322
1534	4402	4319
1535	4405	4316
1536	4408	4313
1537	4412	4311
1538	4415	4309
1539	4418	4306
1540	4421	4303
1541	4424	4301
1542	4427	4298
1543	4430	4295
1544	4433	4292
1545	4436	4290
1546	4439	4287
1547	4442	4284
1548	4445	4281
1549	4448	4278
1550	4450	4275
1551	4453	4272
1552	4456	4269
1553	4459	4267
1554	4462	4264
1555	4464	4260
1556	4468	4258
1557	4470	4255
1558	4473	4252
1559	4477	4250
1560	4480	4247
1561	4484	4245
1562	4486	4242
1563	4489	4240
1564	4493	4237
1565	4496	4235
1566	4499	4232
1567	4502	4230
1568	4505	4227
1569	4509	4225
1570	4512	4222
1571	4515	4219
1572	4517	4216
1573	4520	4212
1574	4522	4209
1575	4526	4207
1576	4529	4204
1577	4531	4201
1578	4534	4198
1579	4536	4195
1580	4538	4191
1581	4542	4189
1582	4544	4185
1583	4547	4182
1584	4549	4179
1585	4552	4176
1586	4554	4172
1587	4557	4169
1588	4559	4166
1589	4562	4163
1590	4564	4159
1591	4566	4156
1592	4569	4153
1593	4571	4150
1594	4574	4147
1595	4577	4144
1596	4579	4140
1597	4581	4137
1598	4584	4134
1599	4586	4130
1600	4589	4127
1601	4591	4124
1602	4594	4121
1603	4596	4118
1604	4599	4115
1605	4602	4112
1606	4605	4109
1607	4608	4106
1608	4611	4104
1609	4614	4101
1610	4617	4098
1611	4619	4095
1612	4623	4092
1613	4625	4089
1614	4628	4086
1615	4630	4083
1616	4633	4080
1617	4635	4076
1618	4638	4074
1619	4640	4070
1620	4643	4067
1621	4645	4064
1622	4648	4060
1623	4650	4057
1624	4653	4054
1625	4655	4051
1626	4658	4048
1627	4660	4045
1628	4663	4042
1629	4665	4038
1630	4668	4035
1631	4671	4032
1632	4673	4029
1633	4675	4026
1634	4678	4022
1635	4680	4019
1636	4682	4016
1637	4685	4013
1638	4688	4010
1639	4691	4007
1640	4693	4004
1641	4695	4000
1642	4698	3997
1643	4701	3994
1644	4704	3992
1645	4706	3989
1646	4709	3986
1647	4711	3982
1648	4714	3979
1649	4716	3976
1650	4720	3973
1651	4723	3971
1652	4726	3968
1653	4728	3965
1654	4730	3962
1655	4734	3959
1656	4736	3956
1657	4739	3953
1658	4741	3950
1659	4744	3946
1660	4746	3943
1661	4749	3940
1662	4751	3937
1663	4754	3934
1664	4756	3931
1665	4759	3928
1666	4761	3924
1667	4763	3921
1668	4766	3918
1669	4769	3915
1670	4771	3912
1671	4774	3908
1672	4776	3905
1673	4778	3902
1674	4781	3899
1675	4784	3896
1676	4786	3893
1677	4789	3890
1678	4791	3887
1679	4794	3883
1680	4796	3880
1681	4799	3878
1682	4802	3874
1683	4804	3871
1684	4807	3868
1685	4809	3865
1686	4812	3862
1687	4815	3859
1688	4817	3856
1689	4819	3853
1690	4822	3849
1691	4824	3846
1692	4827	3843
1693	4829	3840
1694	4832	3837
1695	4835	3834
1696	4847	3838
1697	4849	3835
1698	4852	3832
1699	4854	3829
1700	4857	3826
1701	4859	3823
1702	4862	3820
1703	4865	3817
