player_name,last_season,player_club_id,yellow_cards,red_cards,goals,assists,minutes_played
Badredine Bouanani,2023,1158,0,0,0,0,30
Bafodé Diakité,2019,415,1,1,1,0,1368
Bafodé Diakité,2022,1082,6,0,3,0,2655
Bafodé Diakité,2023,1082,3,0,3,1,794
Bailey Peacock-Farrell,2020,1132,0,0,0,0,360
Bakary Sako,2021,618,0,0,0,0,152
Bakaye Dibassy,2019,1416,5,1,2,0,1870
Bali Mumba,2021,1123,0,0,0,0,45
Bamba Dieng,2020,244,0,0,0,0,127
Bamba Dieng,2021,244,0,1,7,3,973
Bamba Dieng,2022,244,1,0,1,1,186
Bamba Dieng,2022,1158,1,0,3,0,748
Bamba Dieng,2023,1158,1,0,2,1,447
Bambasé Conté,2023,533,0,0,0,0,24
Bamo Meïté,2022,1158,4,0,1,0,1503
Bamo Meïté,2023,244,1,0,0,0,385
Bamo Meïté,2023,1158,0,0,0,0,147
Bandiougou Fadiga,2020,583,1,0,0,0,58
Bandiougou Fadiga,2020,3911,0,0,0,0,40
Baptiste Gabard,2020,618,1,0,0,0,134
Baptiste Reynet,2019,415,1,0,0,0,2034
Baptiste Reynet,2020,1160,3,0,0,0,3420
Baptiste Santamaria,2019,1420,1,0,1,1,2506
Baptiste Santamaria,2020,60,5,0,1,2,2221
Baptiste Santamaria,2020,1420,1,0,0,0,270
Baptiste Santamaria,2021,60,0,0,0,0,20
Baptiste Santamaria,2021,273,7,0,2,1,2516
Baptiste Santamaria,2022,273,2,0,2,0,1813
Baptiste Santamaria,2023,273,2,0,0,1,1290
Bart Verbruggen,2023,1237,2,0,0,0,1080
Bartlomiej Dragowski,2019,430,0,0,0,0,2790
Bartlomiej Dragowski,2020,430,0,0,0,1,3149
Bartlomiej Dragowski,2021,430,0,1,0,0,557
Bartlomiej Dragowski,2022,3522,1,0,0,1,2948
Bartol Franjic,2022,82,0,0,0,1,229
Bartol Franjic,2023,105,3,0,0,1,888
Bartosz Bereszyński,2019,1038,10,0,0,0,2405
Bartosz Bereszyński,2020,1038,2,0,1,0,2607
Bartosz Bereszyński,2021,1038,12,0,0,3,2956
Bartosz Bereszyński,2022,1038,1,0,0,0,1202
Bartosz Bereszyński,2022,6195,1,0,0,1,166
Bartosz Bereszyński,2023,749,2,0,0,1,872
Bartosz Bialek,2020,82,1,0,2,0,255
Bartosz Bialek,2021,82,1,0,0,0,171
Bartosz Salamon,2019,2722,1,0,0,0,331
Bartosz Salamon,2020,2722,0,0,0,0,10
Bas Dost,2019,24,2,0,8,2,1476
Bas Dost,2019,336,0,0,0,0,17
Bas Dost,2020,24,3,0,4,2,816
Bassem Srarfi,2019,417,1,0,0,0,132
Bastian Badu,2019,969,0,0,0,0,8
Bastian Oczipka,2019,33,4,0,0,5,3015
Bastian Oczipka,2020,33,1,0,0,2,1919
Bastian Oczipka,2021,89,1,0,0,1,928
Bastien Meupiyou,2023,995,0,1,0,0,9
Bastien Toma,2022,2995,1,0,0,0,424
Bastos,2019,398,4,0,1,0,729
Bastos,2020,398,0,0,0,0,88
Batista Mendy,2020,995,0,0,0,0,74
Batista Mendy,2021,1420,5,0,1,1,2417
Batista Mendy,2022,1420,7,0,0,0,2871
Baïla Diallo,2022,3524,0,0,0,0,83
Bebeto,2019,1301,7,0,0,1,1214
Bebeto,2020,7179,9,0,0,2,1470
Bebeto,2021,7179,4,0,0,2,1383
Bebé,2021,367,2,0,1,3,852
Bebé,2022,367,1,0,0,0,57
Bebé,2023,367,1,0,2,0,127
Becir Omeragic,2023,969,2,0,0,0,1412
Belloumi,2023,4294,2,0,4,2,1290
Ben Brereton Díaz,2023,350,0,0,2,0,177
Ben Brereton Díaz,2023,1050,2,0,0,0,260
Ben Chilwell,2019,1003,3,0,3,3,2375
Ben Chilwell,2020,631,3,0,3,5,2291
Ben Chilwell,2021,631,0,0,3,1,541
Ben Chilwell,2022,631,3,0,2,3,1408
Ben Chilwell,2023,631,5,0,0,1,657
Ben Davies,2019,148,6,0,0,0,1432
Ben Davies,2020,148,1,0,0,2,1340
Ben Davies,2021,148,6,0,1,1,2539
Ben Davies,2022,148,4,0,2,2,2290
Ben Davies,2023,148,1,0,1,0,998
Ben Doak,2022,31,0,0,0,0,24
Ben Doak,2023,31,0,0,0,0,13
Ben Foster,2019,1010,1,0,0,0,3420
Ben Foster,2021,1010,0,0,0,1,2340
Ben Gibson,2021,1123,5,0,0,0,2495
Ben Godfrey,2019,1123,3,1,0,0,2646
Ben Godfrey,2020,29,4,0,0,2,2683
Ben Godfrey,2021,29,6,0,0,0,2031
Ben Godfrey,2022,29,2,0,0,1,803
Ben Godfrey,2023,29,2,0,0,0,492
Ben Hamed Touré,2022,1147,0,0,0,0,210
Ben Johnson,2019,379,0,0,0,0,270
Ben Johnson,2020,379,1,0,1,0,518
Ben Johnson,2021,379,1,0,1,0,1398
Ben Johnson,2022,379,0,0,0,0,861
Ben Johnson,2023,379,1,0,0,0,396
Ben Mee,2019,1132,7,0,1,1,2880
Ben Mee,2020,1132,3,0,2,0,2694
Ben Mee,2021,1132,3,0,3,0,1840
Ben Mee,2022,1148,2,0,3,2,3272
Ben Mee,2023,1148,1,1,2,0,1276
Ben Osborn,2019,350,0,0,0,0,591
Ben Osborn,2020,350,1,0,1,0,1605
Ben Osborn,2023,350,2,0,0,1,537
Ben Pearson,2022,989,1,0,0,0,284
Ben White,2020,1237,5,0,0,0,3196
Ben White,2021,11,3,0,0,0,2880
Ben White,2022,11,5,0,2,5,3067
Ben White,2023,11,5,0,1,2,1984
Ben Zolinski,2019,127,4,0,3,2,1207
Benchimol,2021,1465,0,0,0,0,6
Benchimol,2022,1465,1,0,0,1,299
Benedict Hollerbach,2023,89,2,0,3,0,838
Benedikt Gimber,2023,2036,4,0,1,1,1185
Beni,2022,3268,4,0,0,1,941
Beni,2023,3268,4,0,0,1,1053
Benito Raman,2019,33,2,0,4,4,1611
Benito Raman,2020,33,2,0,2,0,1243
Benito Ramírez,2023,472,0,0,1,0,147
Benjamin André,2019,1082,7,0,2,1,2056
Benjamin André,2020,1082,10,0,0,1,2902
Benjamin André,2021,1082,12,0,2,1,2764
Benjamin André,2022,1082,12,0,1,2,2920
Benjamin André,2023,1082,6,0,3,0,1806
Benjamin Bourigeaud,2019,273,5,0,2,3,1904
Benjamin Bourigeaud,2020,273,8,0,6,5,2558
Benjamin Bourigeaud,2021,273,2,0,11,13,3216
Benjamin Bourigeaud,2022,273,6,0,7,10,3086
Benjamin Bourigeaud,2023,273,2,0,6,2,1612
Benjamin Corgnet,2019,667,0,0,0,0,260
Benjamin Goller,2019,86,0,0,0,0,281
Benjamin Henrichs,2019,162,3,0,0,0,890
Benjamin Henrichs,2020,23826,3,0,0,1,535
Benjamin Henrichs,2021,23826,3,0,3,3,1138
Benjamin Henrichs,2022,23826,8,0,2,3,2188
Benjamin Henrichs,2023,23826,1,0,1,3,1741
Benjamin Hübner,2019,533,6,1,1,3,2075
Benjamin Hübner,2021,533,2,0,1,0,378
Benjamin Jeannot,2019,2969,0,0,0,0,168
Benjamin Lecomte,2019,162,1,0,0,1,2520
Benjamin Lecomte,2020,162,1,0,0,0,2520
Benjamin Lecomte,2022,714,1,1,0,0,900
Benjamin Lecomte,2022,969,0,0,0,0,1710
Benjamin Lecomte,2023,969,1,0,0,1,2070
Benjamin Leroy,2022,1147,1,0,0,0,2799
Benjamin Mendy,2019,281,3,0,0,2,1496
Benjamin Mendy,2020,281,2,0,2,1,955
Benjamin Mendy,2021,281,0,0,0,0,79
Benjamin Mendy,2023,1158,3,0,1,0,356
Benjamin Pavard,2019,27,5,0,4,5,2790
Benjamin Pavard,2020,27,3,0,0,0,1943
Benjamin Pavard,2021,27,2,1,0,1,2081
Benjamin Pavard,2022,27,6,0,4,1,2431
Benjamin Pavard,2023,46,3,0,0,0,929
Benjamin Sesko,2023,23826,0,0,7,0,850
Benjamin Stambouli,2019,33,2,0,0,0,810
Benjamin Stambouli,2020,33,5,0,0,2,1956
Benjamin Stambouli,2023,1421,2,0,0,1,150
Benjamin Tahirovic,2022,12,1,0,0,0,352
Benjamin Tetteh,2023,347,2,0,0,0,268
Benjamin Uphoff,2021,60,0,0,0,0,180
Benjamín Rollheiser,2023,294,0,0,0,0,8
Benji Michel,2022,8024,0,0,1,2,271
Benji Michel,2023,8024,0,0,0,0,40
Benno Schmitz,2019,3,1,0,0,0,1158
Benno Schmitz,2020,3,0,0,0,1,413
Benno Schmitz,2021,3,5,0,0,5,2432
Benno Schmitz,2022,3,6,0,1,0,2430
Benno Schmitz,2023,3,3,0,0,0,865
Benny,2019,2457,1,0,0,0,266
Benny,2022,3325,3,0,0,5,1223
Benny,2023,3325,0,0,1,0,748
Benoît Badiashile,2019,162,0,0,0,0,1413
Benoît Badiashile,2020,162,5,0,2,1,2871
Benoît Badiashile,2021,162,4,0,1,0,1838
Benoît Badiashile,2022,162,3,0,2,0,839
Benoît Badiashile,2022,631,2,0,1,0,904
Benoît Badiashile,2023,631,0,0,0,1,559
Benoît Costil,2021,40,1,0,0,0,2250
Benoît Costil,2023,380,0,0,0,0,720
Benson Manuel,2023,1132,0,0,0,0,74
Berat Djimsiti,2019,800,4,0,2,1,2700
Berat Djimsiti,2020,800,9,0,0,3,2718
Berat Djimsiti,2021,800,6,0,1,1,2257
Berat Djimsiti,2022,800,3,0,0,1,1798
Berat Djimsiti,2023,800,3,0,0,0,2074
Berkan Kutlu,2023,252,0,0,0,0,193
Berna,2022,2503,0,0,0,0,5
Berna,2023,2503,2,0,0,0,250
Bernard,2019,29,2,0,3,2,1279
Bernard,2020,29,2,0,1,0,449
Bernard Tekpetey,2019,38,4,0,0,1,450
Bernardo,2019,1237,1,0,0,0,678
Bernardo,2019,2995,3,0,0,0,150
Bernardo,2020,1237,0,0,0,0,205
Bernardo,2023,80,6,0,1,0,1980
Bernardo Espinosa,2019,714,5,1,3,0,2261
Bernardo Espinosa,2022,12321,5,0,1,1,1226
Bernardo Folha,2022,720,2,0,0,0,56
Bernardo Silva,2019,281,5,0,6,7,2029
Bernardo Silva,2020,281,5,0,2,6,2070
Bernardo Silva,2021,281,6,0,8,4,2860
Bernardo Silva,2022,281,5,0,4,6,2202
Bernardo Silva,2023,281,6,0,6,4,1718
Bernardo Vital,2021,1465,3,0,1,0,1389
Bernardo Vital,2022,1465,5,0,0,0,2257
Bernardo Vital,2023,1465,5,0,1,0,1755
Bernd Leno,2019,11,2,0,0,0,2650
Bernd Leno,2020,11,0,1,0,0,3132
Bernd Leno,2021,11,0,0,0,0,360
Bernd Leno,2022,931,3,0,0,0,3240
Bernd Leno,2023,931,3,0,0,0,2340
Bersant Celina,2020,2969,5,1,0,5,2302
Bertrand Traoré,2019,1041,6,0,1,3,1251
Bertrand Traoré,2020,405,1,0,7,7,2335
Bertrand Traoré,2021,405,0,0,0,0,213
Bertrand Traoré,2022,405,1,0,2,0,226
Bertrand Traoré,2023,405,0,0,0,0,10
Bertrand Traoré,2023,1050,0,0,0,0,6
Bertuğ Yıldırım,2023,273,2,0,0,1,338
Beto,2019,7378,1,0,0,0,160
Beto,2020,4294,1,0,0,0,990
Beto,2020,7378,5,0,11,3,1962
Beto,2021,410,2,0,11,0,2177
Beto,2021,7378,1,0,2,0,269
Beto,2022,410,2,0,10,1,2131
Beto,2023,29,2,0,1,0,603
Beto,2023,410,0,0,0,0,75
Bevic Moussiti-Oko,2022,1147,1,0,1,0,696
Beñat Etxebarria,2019,621,0,0,0,0,388
Beñat Prados,2023,621,0,0,0,0,711
Beñat Turrientes,2021,681,1,0,0,0,201
Beñat Turrientes,2022,681,0,0,0,0,101
Beñat Turrientes,2023,681,3,0,0,1,890
Biagio Meccariello,2019,1005,2,0,0,0,678
Biagio Meccariello,2020,1005,0,0,1,0,88
Bilal Benkhedim,2019,618,0,0,0,0,130
Bilal Benkhedim,2020,618,0,0,0,0,72
Bilal Boutobba,2019,969,0,0,0,0,4
Bilal Boutobba,2023,3524,1,0,0,1,745
Bilal Nadir,2023,244,1,0,0,0,110
Bilel Aouacheria,2019,979,4,0,1,3,1876
Bilel Aouacheria,2020,4294,1,1,1,0,970
Bilel Aouacheria,2021,2424,5,0,0,1,640
Bilel Aouacheria,2022,2424,5,0,1,1,736
Billal Brahimi,2021,417,1,0,0,0,371
Billal Brahimi,2021,1420,0,0,0,2,334
Billal Brahimi,2022,417,0,0,3,2,785
Billal Brahimi,2023,417,0,0,0,0,9
Billal Brahimi,2023,3911,1,0,0,0,187
Billy Gilmour,2019,631,0,0,0,0,192
Billy Gilmour,2020,631,0,0,0,0,259
Billy Gilmour,2021,1123,2,0,0,1,1858
Billy Gilmour,2022,1237,1,0,0,1,507
Billy Gilmour,2023,1237,5,1,0,2,1782
Billy Sharp,2019,350,1,1,3,2,1047
Billy Sharp,2020,350,1,0,3,0,728
Bingourou Kamara,2020,667,0,0,0,0,720
Bingourou Kamara,2022,969,1,0,0,0,407
Birama Touré,2022,290,3,0,2,0,3404
Birger Meling,2020,1160,4,0,2,3,2329
Birger Meling,2021,273,3,0,0,4,1826
Birger Meling,2022,273,3,1,0,1,1199
Birger Meling,2023,273,0,0,0,0,15
Birger Verstraete,2019,3,3,0,0,1,664
Birkir Bjarnason,2019,19,1,0,0,1,805
Björn Engels,2019,405,1,0,1,0,1447
Blaise Matuidi,2019,506,2,0,0,2,2141
Blaise Matuidi,2020,506,0,0,0,0,90
Blendi Idrizi,2020,33,1,0,1,0,241
Blerim Dzemaili,2019,1025,2,0,1,1,696
Bobby Adekanye,2019,398,1,0,1,0,176
Bobby Adekanye,2020,398,0,0,0,0,3
Bobby Adekanye,2020,2687,0,0,0,0,34
Bobby Clark,2022,31,0,0,0,0,7
Bobby Clark,2023,31,0,0,0,0,27
Bobby De Cordova-Reid,2020,931,7,0,5,3,2382
Bobby De Cordova-Reid,2022,931,8,0,4,1,2485
Bobby De Cordova-Reid,2023,931,2,0,5,1,1163
Bobsin,2022,2423,8,0,0,1,1608
Bogdan Milovanov,2022,8024,4,0,0,0,988
Bogdan Milovanov,2023,8024,3,0,0,0,812
Bongani Zungu,2019,1416,4,0,0,1,986
Bonke Innocent,2021,1158,4,0,0,0,878
Bonke Innocent,2022,1158,5,0,0,1,1183
Bonke Innocent,2023,1158,1,0,0,0,211
Bono,2019,368,1,0,0,1,495
Bono,2020,368,3,0,1,0,2970
Bono,2021,368,2,0,0,2,2790
Bono,2022,368,1,0,0,0,2152
Boris Radunović,2019,276,1,0,0,0,180
Boris Radunović,2020,276,0,0,0,0,90
Boris Radunović,2021,1390,0,0,0,0,270
Boris Radunović,2023,1390,0,0,0,0,630
Borja Bastón,2019,405,0,0,0,0,16
Borja García,2020,5358,0,0,1,0,1116
Borja García,2022,12321,1,0,1,0,684
Borja Iglesias,2019,150,3,1,3,3,1921
Borja Iglesias,2020,150,2,0,11,0,1411
Borja Iglesias,2021,150,4,0,10,0,1571
Borja Iglesias,2022,150,2,1,15,3,2381
Borja Iglesias,2023,15,0,0,0,0,106
Borja Iglesias,2023,150,2,0,0,1,404
Borja Mayoral,2019,3368,2,0,8,2,2146
Borja Mayoral,2020,12,1,0,10,4,1552
Borja Mayoral,2020,418,0,0,0,0,21
Borja Mayoral,2021,12,0,0,0,0,93
Borja Mayoral,2021,3709,3,0,6,1,1048
Borja Mayoral,2022,3709,4,0,8,2,2776
Borja Mayoral,2023,3709,2,0,15,1,2087
Borja Sainz,2019,1108,1,0,1,0,562
Borja Sainz,2020,1108,1,0,1,0,439
Borja Valero,2019,46,4,0,2,0,924
Borja Valero,2020,430,3,0,0,0,479
Borna Sosa,2020,79,2,0,0,10,2048
Borna Sosa,2021,79,4,0,1,8,2500
Borna Sosa,2022,79,5,0,2,7,1959
Borna Sosa,2023,79,0,0,0,0,44
Boschilia,2019,162,0,0,0,0,129
Bosko Sutalo,2019,800,1,0,0,0,278
Bosko Sutalo,2020,800,0,0,0,0,231
Bosko Sutalo,2021,276,0,0,0,0,910
Botond Balogh,2020,130,1,0,0,0,163
Boubacar Hanne,2020,2424,0,0,0,0,107
Boubacar Hanne,2021,2424,0,0,1,3,247
Boubacar Hanne,2022,2424,0,0,0,0,31
Boubacar Kamara,2019,244,7,1,1,2,2141
Boubacar Kamara,2020,244,6,0,0,2,2905
Boubacar Kamara,2021,244,5,0,1,1,2781
Boubacar Kamara,2022,405,4,0,0,1,1781
Boubacar Kamara,2023,405,7,1,0,1,1661
Boubacar Traoré,2020,347,0,0,1,0,52
Boubacar Traoré,2021,347,9,0,1,1,1722
Boubacar Traoré,2022,543,2,0,0,1,407
Boubacar Traoré,2023,543,1,0,0,0,384
Boubakary Soumaré,2019,1082,2,1,0,0,1215
Boubakary Soumaré,2020,1082,3,0,0,1,1915
Boubakary Soumaré,2021,1003,0,0,0,1,1100
Boubakary Soumaré,2022,1003,9,0,0,0,1634
Boubakary Soumaré,2023,368,6,0,0,0,1297
Boulaye Dia,2019,1421,0,0,7,1,1818
Boulaye Dia,2020,1421,2,0,14,1,2947
Boulaye Dia,2021,1050,3,0,5,5,1268
Boulaye Dia,2022,380,4,0,16,6,2526
Boulaye Dia,2023,380,1,0,4,0,1143
Bouna Sarr,2019,244,3,0,1,3,2168
Bouna Sarr,2020,27,1,0,0,1,450
Bouna Sarr,2020,244,0,0,0,0,75
Bouna Sarr,2021,27,0,0,0,0,59
Bouna Sarr,2022,27,0,0,0,0,2
Bouna Sarr,2023,27,0,0,0,0,105
Bozhidar Kraev,2019,2424,7,0,8,1,2265
Bozhidar Kraev,2020,3329,0,0,1,0,499
Bradley Barcola,2021,1041,0,0,0,1,256
Bradley Barcola,2022,1041,3,0,5,9,1437
Bradley Barcola,2023,583,3,0,2,4,929
Bradley Barcola,2023,1041,0,0,0,0,270
Bradley Locko,2021,1421,4,0,1,1,1006
Bradley Locko,2022,1421,3,1,0,0,1059
Bradley Locko,2022,3911,0,0,0,0,268
Bradley Locko,2023,3911,2,0,0,2,2061
Brahim Díaz,2019,418,1,0,0,0,60
Brahim Díaz,2020,5,2,0,4,4,1230
Brahim Díaz,2021,5,4,0,3,3,1871
Brahim Díaz,2022,5,3,0,6,7,1946
Brahim Díaz,2023,418,0,0,4,1,908
Braian Cufré,2022,237,0,0,0,0,217
Brais Méndez,2019,940,3,0,0,2,1473
Brais Méndez,2020,940,8,0,9,0,2679
Brais Méndez,2021,940,8,0,4,5,3037
Brais Méndez,2022,681,6,0,8,4,2416
Brais Méndez,2023,681,6,0,3,3,1864
Brajan Gruda,2022,39,0,0,0,0,2
Brajan Gruda,2023,39,3,0,1,1,986
Bram Nuytinck,2019,410,2,0,0,0,2229
Bram Nuytinck,2020,410,1,0,1,0,1643
Bram Nuytinck,2021,410,2,0,1,1,2034
Bram Nuytinck,2022,410,1,0,0,0,383
Bram Nuytinck,2022,1038,4,0,0,1,1502
Branco van den Boomen,2022,415,6,0,5,8,2892
Brandon Baiye,2022,3524,0,0,0,0,45
Brandon Borrello,2019,60,0,0,0,0,298
Brandon Dominguès,2021,1095,0,0,1,0,223
Brandon Pierrick,2019,873,0,0,0,0,13
Brandon Soppy,2020,273,1,0,0,0,555
Brandon Soppy,2021,410,4,0,0,0,762
Brandon Soppy,2022,410,1,0,0,0,90
Brandon Soppy,2022,800,2,0,0,4,645
Brandon Thomas,2019,331,4,0,0,1,408
Brandon Williams,2019,985,6,0,1,1,1006
Brandon Williams,2020,985,0,0,0,0,187
Brandon Williams,2021,1123,8,0,0,1,2123
Branimir Hrgota,2021,65,4,0,9,6,2790
Branislav Ivanovic,2020,984,2,0,0,0,767
Brayan Riascos,2020,982,3,0,5,3,2339
Brayan Riascos,2022,1301,5,0,3,2,872
Brayan Vera,2019,1005,0,0,0,1,129
Brayan Vera,2020,1005,0,0,0,0,20
Brayann Pereira,2022,290,0,0,0,0,180
Braydon Manu,2023,105,1,0,0,0,81
Brecht Dejaegere,2022,415,5,0,4,1,1830
Breel Embolo,2019,18,4,0,8,8,1552
Breel Embolo,2020,18,4,0,5,6,1434
Breel Embolo,2021,18,3,0,9,4,2145
Breel Embolo,2022,162,3,0,12,2,1854
Bremer,2019,416,6,0,3,1,2187
Bremer,2020,416,2,0,5,1,3026
Bremer,2021,416,7,0,3,1,2893
Bremer,2022,506,6,0,4,1,2640
Bremer,2023,506,6,0,2,0,2244
Brendan Chardonnet,2019,3911,4,0,0,0,822
Brendan Chardonnet,2020,3911,3,1,3,1,2714
Brendan Chardonnet,2021,3911,6,1,3,0,2687
Brendan Chardonnet,2022,3911,6,0,0,0,2489
Brendan Chardonnet,2023,3911,4,0,0,1,1980
Brenden Aaronson,2022,399,2,0,1,3,2383
Brenden Aaronson,2023,89,3,0,1,0,570
Brennan Johnson,2022,703,6,0,8,3,2941
Brennan Johnson,2023,148,1,0,3,4,1087
Brennan Johnson,2023,703,0,0,0,0,240
Brenner,2023,410,0,0,0,0,36
Brian Araújo,2020,2424,0,0,0,0,90
Brian Araújo,2021,2424,0,0,0,0,90
Brian Bayeye,2022,416,0,0,0,0,63
Brian Behrendt,2020,10,0,0,0,0,77
Brian Brobbey,2021,23826,0,0,0,2,124
Brian Mansilla,2019,1085,9,0,0,1,1906
Brian Mansilla,2020,4294,5,0,1,1,1094
Brian Ocampo,2022,2687,2,0,1,1,1127
Brian Ocampo,2023,2687,1,0,0,0,130
Brian Oddei,2020,6574,0,0,0,2,40
Brian Oddei,2021,6574,0,0,0,0,7
Brian Oliván,2021,237,7,0,1,1,2187
Brian Oliván,2022,714,7,0,1,7,2413
Brice Samba,2022,826,3,0,0,0,3330
Brice Samba,2023,826,3,0,0,0,2070
Bridge Ndilu,2020,995,1,0,0,0,38
Bruma,2022,1075,3,0,4,6,1029
Bruma,2023,1075,1,0,2,1,920
Bruninho,2019,3336,0,0,0,0,124
Bruninho,2022,7378,0,0,0,0,67
Bruno Almeida,2022,2423,4,0,1,3,1269
Bruno Alves,2019,130,3,0,0,0,2625
Bruno Alves,2020,130,4,0,1,0,1676
Bruno Amione,2022,276,1,0,0,0,59
Bruno Amione,2022,1038,10,0,1,1,2092
Bruno Brígido,2023,2431,0,0,0,0,1350
Bruno Costa,2019,720,1,0,0,0,180
Bruno Costa,2019,7378,4,0,0,0,809
Bruno Costa,2020,2995,8,0,4,3,2470
Bruno Costa,2021,720,4,0,0,0,699
Bruno Costa,2022,720,0,0,0,1,266
Bruno Costa,2023,6912,1,0,0,0,347
Bruno Duarte,2019,2420,1,0,7,5,1501
Bruno Duarte,2020,2420,3,0,3,1,997
Bruno Duarte,2021,2420,3,0,7,4,987
Bruno Duarte,2023,4294,2,0,8,3,1610
Bruno Ecuele Manga,2019,2969,2,0,0,0,2520
Bruno Ecuele Manga,2020,2969,3,0,2,0,3420
Bruno Fernandes,2019,336,5,0,8,7,1530
Bruno Fernandes,2019,985,2,0,8,7,1193
Bruno Fernandes,2020,985,6,0,18,11,3109
Bruno Fernandes,2021,985,10,0,10,6,3118
Bruno Fernandes,2022,985,6,0,8,8,3320
Bruno Fernandes,2023,985,8,0,3,5,2250
Bruno Gaspar,2022,2420,0,1,0,1,211
Bruno Gaspar,2023,2420,4,0,1,1,1412
Bruno González,2019,3368,0,0,0,0,455
Bruno González,2019,3709,1,0,0,0,180
Bruno González,2020,366,8,0,1,0,2261
Bruno Guimarães,2019,1041,1,0,0,0,270
Bruno Guimarães,2020,1041,6,0,3,1,1759
Bruno Guimarães,2021,762,4,0,5,1,1034
Bruno Guimarães,2021,1041,2,0,0,4,1640
Bruno Guimarães,2022,762,7,0,4,5,2734
Bruno Guimarães,2023,762,9,0,3,4,2198
Bruno Jesus,2019,3336,0,0,0,0,50
Bruno Jordão,2019,543,0,0,0,0,6
Bruno Jordão,2020,3329,2,0,1,1,632
Bruno Jordão,2022,2423,4,0,1,0,847
Bruno Lamas,2019,2423,0,0,0,0,512
Bruno Langa,2022,3325,7,0,0,0,2477
Bruno Langa,2023,3302,0,0,0,0,204
Bruno Langa,2023,3325,5,0,1,0,1076
Bruno Lourenço,2019,3336,1,0,0,0,41
Bruno Lourenço,2021,1465,7,0,2,3,1141
Bruno Lourenço,2022,2503,9,0,4,1,1892
Bruno Lourenço,2023,2503,2,1,3,0,1245
Bruno Marques,2021,8024,1,0,1,0,242
Bruno Marques,2022,8024,1,0,1,0,206
Bruno Martella,2019,19,3,0,0,0,1264
Bruno Monteiro,2019,7179,0,0,0,0,5
Bruno Morais,2019,3336,5,0,0,0,1207
Bruno Moreira,2019,2425,0,0,3,1,1210
Bruno Moreira,2020,2425,0,0,0,0,311
Bruno Moreira,2020,7378,0,0,0,0,440
Bruno Méndez,2023,16795,2,0,1,0,439
Bruno Onyemaechi,2022,2503,6,0,1,1,2529
Bruno Onyemaechi,2023,2503,2,0,0,1,1208
Bruno Peres,2019,12,3,0,2,3,1029
Bruno Peres,2020,12,6,0,1,2,1447
Bruno Pirri,2019,1085,5,0,3,0,1582
Bruno Ramires,2020,2457,5,0,1,0,1119
Bruno Rodrigues,2020,1075,2,0,0,0,732
Bruno Rodrigues,2021,1075,2,1,0,0,581
Bruno Rodrigues,2021,3329,2,0,5,4,1959
Bruno Rodrigues,2022,1075,0,0,0,0,90
Bruno Rodrigues,2023,3325,4,0,0,0,1282
Bruno Santos,2019,2995,8,0,3,1,1784
Bruno Silva,2019,979,1,0,0,0,90
Bruno Soriano,2019,1050,1,0,0,0,261
Bruno Tabata,2019,7378,4,0,1,10,2130
Bruno Tabata,2020,336,2,0,0,2,433
Bruno Tabata,2021,336,1,1,3,1,390
Bruno Teles,2019,2995,4,1,0,1,1472
Bruno Varela,2020,2420,2,0,0,0,2790
Bruno Varela,2021,2420,3,0,0,0,2250
Bruno Varela,2022,2420,4,0,0,1,2430
Bruno Varela,2023,2420,1,0,0,0,1755
Bruno Ventura,2022,2425,0,0,0,0,95
Bruno Viana,2019,1075,4,1,0,1,2545
Bruno Viana,2020,1075,2,0,2,0,1111
Bruno Wilson,2019,1075,2,0,1,0,349
Bruno Wilson,2019,7179,4,0,2,0,1227
Bruno Wilson,2021,6912,6,0,1,0,1423
Bruno Wilson,2022,6912,4,0,1,1,2048
Bruno Xavier,2019,3336,1,0,0,0,31
Brunão,2021,8024,0,0,0,0,17
Bryan Cristante,2019,12,6,1,1,3,1557
Bryan Cristante,2020,12,9,0,1,1,2204
Bryan Cristante,2021,12,9,0,2,0,2674
Bryan Cristante,2022,12,8,1,1,1,2942
Bryan Cristante,2023,12,6,0,2,3,2221
Bryan Dabo,2019,2722,4,0,1,4,1034
Bryan Dabo,2020,2722,0,0,0,0,90
Bryan Dabo,2020,4171,5,0,0,0,1115
Bryan Gil,2019,368,2,0,0,0,63
Bryan Gil,2019,1244,2,0,1,0,553
Bryan Gil,2020,368,0,0,0,0,12
Bryan Gil,2020,1533,6,0,4,3,2271
Bryan Gil,2021,148,0,0,0,0,87
Bryan Gil,2021,1049,3,0,0,1,740
Bryan Gil,2022,148,1,0,0,1,148
Bryan Gil,2022,368,4,0,2,2,922
Bryan Gil,2023,148,0,0,0,0,189
Bryan Lasme,2021,10,2,0,2,0,867
Bryan Mbeumo,2021,1148,4,0,4,7,2916
Bryan Mbeumo,2022,1148,5,0,9,8,2928
Bryan Mbeumo,2023,1148,1,0,7,4,1288
Bryan Reynolds,2020,12,0,0,0,0,285
Bryan Reynolds,2021,12,0,0,0,0,1
Bryan Róchez,2020,982,3,0,6,1,1288
Bryan Róchez,2022,7378,2,0,1,2,888
Bryan Soumaré,2019,2969,0,0,0,0,380
Bryan Zaragoza,2023,27,0,0,0,0,20
Bryan Zaragoza,2023,16795,5,0,6,2,1639
Bukayo Saka,2019,11,6,0,1,5,1753
Bukayo Saka,2020,11,1,0,5,4,2561
Bukayo Saka,2021,11,6,0,11,7,2994
Bukayo Saka,2022,11,6,0,14,11,3194
