player_name,last_season,player_club_id,yellow_cards,red_cards,goals,assists,minutes_played
Sergio Herrera,2021,331,3,0,0,0,3240
Sergio Herrera,2022,331,3,0,0,0,1530
Sergio Herrera,2023,331,2,0,0,0,1970
Sergio León,2019,3368,2,0,1,0,661
Sergio León,2020,3368,0,0,2,0,732
Sergio León,2022,366,0,1,6,1,1336
Sergio Postigo,2019,3368,6,0,1,1,2376
Sergio Postigo,2020,3368,4,0,0,0,1623
Sergio Postigo,2021,3368,3,0,0,0,848
Sergio Ramos,2019,418,10,0,11,1,3015
Sergio Ramos,2020,418,3,0,2,0,1276
Sergio Ramos,2021,583,3,0,2,0,799
Sergio Ramos,2022,583,3,1,2,1,2708
Sergio Ramos,2023,368,4,1,1,0,1437
Sergio Reguilón,2019,368,8,0,2,4,2510
Sergio Reguilón,2020,148,5,0,0,4,2249
Sergio Reguilón,2021,148,4,0,2,3,1922
Sergio Reguilón,2022,13,3,0,0,0,303
Sergio Reguilón,2023,985,3,0,0,0,412
Sergio Reguilón,2023,1148,2,0,0,1,421
Sergio Rico,2019,583,0,0,0,0,180
Sergio Rico,2020,583,0,0,0,0,810
Sergio Rico,2021,237,0,0,0,0,1260
Sergio Rico,2021,583,0,0,0,0,22
Sergio Romero,2021,607,2,0,0,0,1440
Sergio Ruiz,2023,16795,3,0,0,1,1573
Sergio Álvarez,2019,940,1,0,0,0,180
Sergio Álvarez,2019,1533,6,0,0,0,1149
Sergio Álvarez,2020,1533,3,0,0,0,1566
Sergiño Dest,2020,131,1,0,2,1,1913
Sergiño Dest,2021,131,2,0,0,3,1515
Sergiño Dest,2022,5,0,0,0,0,327
Serhou Guirassy,2019,1416,6,0,9,1,1928
Serhou Guirassy,2020,273,3,0,10,1,1766
Serhou Guirassy,2021,273,1,0,9,0,998
Serhou Guirassy,2022,79,4,0,11,0,1653
Serhou Guirassy,2022,273,0,0,0,0,22
Serhou Guirassy,2023,79,0,0,18,1,1239
Serigne Faye,2022,969,0,0,0,0,35
Seruca,2023,4294,0,0,0,0,30
Sessi D'Almeida,2021,7179,0,0,0,0,213
Seung-woo Lee,2020,7378,1,0,0,0,30
Seydou Fini,2023,252,0,0,0,0,32
Shahriar Moghanlou,2020,2423,1,0,0,0,413
Shamar Nicholson,2023,3524,2,0,4,3,1278
Shandon Baptiste,2021,1148,2,0,1,0,905
Shandon Baptiste,2022,1148,3,0,0,1,603
Shandon Baptiste,2023,1148,0,0,1,0,214
Shane Duffy,2019,1237,2,0,1,0,1232
Shane Duffy,2021,1237,7,0,1,0,1434
Shane Duffy,2022,931,0,0,0,0,17
Shane Long,2019,180,0,0,2,3,1399
Shane Long,2020,180,0,0,0,0,201
Shane Long,2021,180,1,0,1,0,303
Shaquil Delos,2022,1465,1,0,0,0,406
Shavy Babicka,2023,415,0,0,1,0,273
Shea Charles,2022,281,0,0,0,0,27
Sheraldo Becker,2019,89,1,0,0,2,535
Sheraldo Becker,2020,89,2,0,3,3,1115
Sheraldo Becker,2021,89,4,0,4,6,1770
Sheraldo Becker,2022,89,4,0,11,7,2582
Sheraldo Becker,2023,89,0,0,0,2,649
Sheraldo Becker,2023,681,0,0,0,0,98
Shinga,2023,2431,0,0,0,0,516
Shinji Okazaki,2020,5358,1,0,1,1,1128
Shio Fukuda,2023,18,0,0,0,0,21
Shkodran Mustafi,2019,11,2,0,0,1,1205
Shkodran Mustafi,2020,11,0,0,0,0,44
Shkodran Mustafi,2020,33,1,0,1,0,1036
Shkodran Mustafi,2021,3368,1,0,1,0,659
Shola Shoretire,2020,985,0,0,0,0,10
Shola Shoretire,2021,985,0,0,0,0,15
Shon Weissman,2020,366,3,0,6,2,2140
Shon Weissman,2022,366,0,0,1,0,740
Shon Weissman,2023,380,0,0,1,0,136
Shon Weissman,2023,16795,0,0,0,0,77
Show,2019,2457,12,0,0,1,1864
Show,2020,2503,3,0,0,1,1477
Shoya Nakajima,2019,720,1,0,0,1,565
Shoya Nakajima,2020,720,1,0,0,1,149
Shoya Nakajima,2021,7378,1,0,1,3,1773
Shuichi Gonda,2019,7378,1,0,0,0,1260
Sidi Sané,2022,33,0,0,0,0,24
Sidnei,2019,150,0,0,1,0,1177
Sidnei,2020,150,1,0,0,0,695
Sidnei Tavares,2020,1003,0,0,0,0,85
Sidney Raebiger,2021,23826,0,0,0,0,3
Sidy Sarr,2019,1160,6,0,0,2,1159
Sidy Sarr,2020,1160,1,0,0,0,463
Sidy Sarr,2022,3325,2,0,0,0,115
Siebe Van der Heyden,2023,237,2,0,0,0,285
Sikou Niakaté,2021,347,2,0,0,0,661
Sikou Niakaté,2022,1075,6,1,3,0,2132
Sikou Niakaté,2023,1075,3,1,0,0,726
Silas,2020,79,6,0,11,5,1933
Silas,2021,79,0,0,0,0,272
Silas,2022,79,4,0,5,2,2006
Silas,2023,79,0,0,3,3,751
Silvan Hefti,2021,252,1,0,0,0,1290
Silvan Hefti,2023,252,0,0,0,0,110
Silvan Hefti,2023,969,1,0,0,0,429
Silvan Widmer,2021,39,1,0,4,5,2925
Silvan Widmer,2022,39,0,0,2,2,1689
Silvan Widmer,2023,39,3,0,1,1,728
Silvestre Varela,2019,2457,3,0,3,4,1573
Silvestre Varela,2020,2457,5,0,0,2,2130
Silvère Ganvoula,2021,80,0,0,0,0,143
Silvère Ganvoula,2022,80,1,0,0,0,232
Sime Vrsaljko,2019,13,3,0,0,1,363
Sime Vrsaljko,2020,13,2,0,0,0,519
Sime Vrsaljko,2021,13,4,0,1,2,909
Simo Keddari,2022,714,0,0,0,0,142
Simon Adingra,2023,1237,2,0,6,1,1324
Simon Asta,2021,65,1,0,0,0,783
Simon Banza,2020,826,6,0,5,2,1362
Simon Banza,2021,826,0,0,1,1,122
Simon Banza,2021,3329,6,1,14,3,2339
Simon Banza,2022,1075,3,0,11,3,1448
Simon Banza,2023,1075,1,0,17,4,1244
Simon Falette,2019,24,0,0,0,0,90
Simon Francis,2019,989,5,0,0,0,965
Simon Kjaer,2019,5,2,0,0,0,1164
Simon Kjaer,2019,800,2,0,0,0,291
Simon Kjaer,2020,5,3,0,0,2,2476
Simon Kjaer,2021,5,2,0,0,0,804
Simon Kjaer,2022,5,4,0,0,0,1007
Simon Kjaer,2023,5,1,0,0,1,998
Simon Moore,2019,350,0,0,0,0,180
Simon Ramet,2022,1082,0,0,0,0,1
Simon Skrabb,2019,19,1,0,0,0,252
Simon Sohm,2020,130,1,0,1,0,892
Simon Terodde,2019,3,4,0,3,1,802
Simon Terodde,2022,33,5,0,5,1,1825
Simon Zoller,2021,80,3,0,3,2,595
Simon Zoller,2022,80,5,0,3,2,1463
Simone Bastoni,2020,3522,7,0,1,7,1529
Simone Bastoni,2021,3522,5,1,3,4,2292
Simone Bastoni,2022,3522,7,0,2,5,1197
Simone Bastoni,2023,749,2,0,1,0,363
Simone Colombi,2019,130,0,0,0,0,360
Simone Colombi,2020,130,0,0,0,0,180
Simone Edera,2019,416,4,0,1,1,394
Simone Edera,2020,416,0,0,0,0,50
Simone Iacoponi,2019,130,7,0,2,0,3054
Simone Iacoponi,2020,130,3,1,0,0,1193
Simone Missiroli,2019,2722,7,0,1,2,2709
Simone Missiroli,2020,2722,0,0,0,0,90
Simone Muratore,2019,506,0,0,0,0,75
Simone Muratore,2020,506,0,0,0,0,90
Simone Muratore,2021,7179,0,0,0,0,24
Simone Pafundi,2022,410,0,0,0,0,77
Simone Perilli,2022,276,0,0,0,0,90
Simone Pinna,2019,1390,1,0,0,0,90
Simone Rabbi,2020,1025,0,0,0,1,31
Simone Romagnoli,2021,749,3,0,2,0,1497
Simone Romagnoli,2022,1005,0,0,0,0,163
Simone Romagnoli,2023,8970,5,0,1,1,1743
Simone Scuffet,2020,410,0,0,0,0,90
Simone Scuffet,2023,1390,1,0,0,0,1710
Simone Trimboli,2021,1038,1,0,0,0,60
Simone Verdi,2019,416,4,0,2,6,1998
Simone Verdi,2020,416,6,0,1,6,1707
Simone Verdi,2021,380,3,0,5,0,835
Simone Verdi,2021,416,0,0,1,0,43
Simone Verdi,2022,276,3,0,5,0,1091
Simone Zaza,2019,416,7,0,5,2,1548
Simone Zaza,2020,416,4,0,7,0,1577
Simone Zaza,2021,416,1,0,0,0,115
Simy,2020,4083,1,0,20,3,2943
Simy,2023,380,0,0,1,0,488
Simão,2019,2995,0,0,0,0,180
Simón Ramírez,2019,2457,0,0,0,0,16
Sinaly Diomandé,2020,1041,3,0,0,0,1117
Sinaly Diomandé,2021,1041,2,0,0,0,577
Sinaly Diomandé,2022,1041,2,1,0,0,1959
Sinaly Diomandé,2023,1041,2,0,0,0,890
Sinan Gümüs,2019,252,0,0,0,0,95
Siriki Dembélé,2022,290,1,0,0,0,368
Siriki Dembélé,2022,989,0,0,0,0,104
Siriky Sanogo,2020,4171,0,0,0,0,10
Siriné Doucouré,2022,1158,0,0,0,2,124
Skelly Alvero,2023,86,0,0,0,0,4
Skelly Alvero,2023,1041,2,0,1,0,426
Sofian Kiyine,2021,607,8,1,1,0,1238
Sofiane Alakouch,2019,1160,3,0,0,0,1405
Sofiane Alakouch,2020,1160,4,0,0,2,1513
Sofiane Boufal,2019,180,2,0,0,2,760
Sofiane Boufal,2020,1420,3,0,1,0,736
Sofiane Boufal,2021,1420,6,0,8,5,2344
Sofiane Boufal,2022,1420,3,0,4,3,838
Sofiane Diop,2020,162,4,0,7,1,2034
Sofiane Diop,2021,162,6,0,6,5,1954
Sofiane Diop,2022,162,0,0,1,0,66
Sofiane Diop,2022,417,1,0,1,4,1231
Sofiane Diop,2023,417,0,0,0,0,500
Sofyan Amrabat,2019,276,10,1,1,2,2838
Sofyan Amrabat,2020,276,0,1,0,0,90
Sofyan Amrabat,2020,430,7,0,0,0,2444
Sofyan Amrabat,2021,430,6,0,1,0,931
Sofyan Amrabat,2022,430,11,0,0,1,2004
Sofyan Amrabat,2023,985,3,0,0,0,616
Soichiro Kozuki,2022,33,1,0,1,0,383
Sokratis Papastathopoulos,2019,11,6,0,2,0,1697
Sokratis Papastathopoulos,2023,150,5,0,0,0,612
Solly March,2019,1237,2,0,0,1,1146
Solly March,2020,1237,0,0,2,1,1674
Solly March,2021,1237,1,0,0,2,1740
Solly March,2022,1237,2,0,7,7,2728
Solly March,2023,1237,1,0,3,1,559
Solomon Bonnah,2021,23826,0,0,0,0,5
Son,2020,3368,3,0,0,0,1092
Son,2021,3368,5,1,1,1,1989
Sori Mané,2019,979,3,0,0,1,874
Sori Mané,2020,979,0,0,0,0,6
Sori Mané,2021,979,2,0,1,0,487
Sorriso,2023,3329,1,0,1,2,221
Sory Kaba,2023,472,2,0,1,1,593
Sotiris Alexandropoulos,2022,336,0,0,0,0,96
Soualiho Meïté,2019,416,5,0,0,2,2193
Soualiho Meïté,2020,5,2,0,0,0,581
Soualiho Meïté,2020,416,0,0,1,1,921
Soualiho Meïté,2021,294,1,0,0,0,881
Soualiho Meïté,2022,2239,5,0,0,2,2370
Soufiane Chakla,2019,1050,1,0,0,0,180
Soufiane Chakla,2020,1050,0,0,0,0,12
Soufiane Chakla,2020,3709,5,0,0,0,896
Souleyman Doumbia,2019,273,0,0,0,0,90
Souleyman Doumbia,2019,1420,1,0,0,1,450
Souleyman Doumbia,2020,1420,8,0,0,2,2220
Souleyman Doumbia,2021,1420,10,1,0,1,2231
Souleyman Doumbia,2022,1420,2,1,0,0,1792
Souleymane Anne,2020,7179,1,0,1,0,279
Souleymane Camara,2019,969,0,0,0,0,151
Souleymane Cissé,2022,3524,0,0,0,0,34
Soumaïla Coulibaly,2022,16,0,0,0,0,45
Soungoutou Magassa,2022,162,0,0,0,0,80
Soungoutou Magassa,2023,162,6,0,0,0,1211
Srdjan Babic,2020,3329,6,0,1,2,2374
Srdjan Babic,2022,3302,5,0,3,0,2999
Srdjan Babic,2023,3302,0,0,0,0,90
Stanislav Kritsyuk,2020,2457,3,1,0,0,2314
Stanislav Kritsyuk,2021,2424,1,0,0,0,360
Stanislav Kritsyuk,2022,2424,2,0,0,0,930
Stanislav Lobotka,2019,940,1,0,0,0,1390
Stanislav Lobotka,2019,6195,0,0,0,0,673
Stanislav Lobotka,2020,6195,2,0,0,0,218
Stanislav Lobotka,2021,6195,2,0,1,0,1688
Stanislav Lobotka,2022,6195,2,0,1,1,3114
Stanislav Lobotka,2023,6195,3,0,0,1,2134
Stanley Kanu,2022,1301,0,0,0,0,64
Stanley Nsoki,2019,417,3,0,0,1,1272
Stanley Nsoki,2020,417,4,0,0,0,1244
Stanley Nsoki,2022,533,2,1,1,0,1286
Stanley Nsoki,2023,533,3,0,0,0,519
Steeve-Mike Eyango,2020,252,0,0,0,1,51
Stefan Bajcetic,2022,31,2,0,1,0,529
Stefan Bajic,2019,618,0,0,0,0,90
Stefan Bajic,2020,618,0,0,0,0,90
Stefan Bell,2020,39,6,0,1,1,1271
Stefan Bell,2021,39,9,0,2,0,2869
Stefan Bell,2022,39,9,0,0,0,2395
Stefan Bell,2023,39,3,0,0,0,669
Stefan Ilsanker,2019,24,4,0,2,1,838
Stefan Ilsanker,2019,23826,2,0,0,0,418
Stefan Ilsanker,2020,24,4,0,1,0,1574
Stefan Ilsanker,2021,24,1,0,0,0,260
Stefan Lainer,2019,18,9,0,1,3,2713
Stefan Lainer,2020,18,2,0,2,3,2773
Stefan Lainer,2021,18,2,0,1,3,1459
Stefan Lainer,2022,18,2,0,0,0,819
Stefan Lainer,2023,18,1,0,0,0,187
Stefan Mitrovic,2019,667,4,0,1,1,2054
Stefan Mitrovic,2020,667,3,1,2,0,2785
Stefan Mitrovic,2021,3709,8,1,1,0,2671
Stefan Mitrovic,2022,3709,4,0,0,0,1679
Stefan Mitrovic,2023,276,0,0,0,0,32
Stefan Mitrovic,2023,3709,3,0,1,0,700
Stefan Ortega,2020,10,1,0,0,1,3060
Stefan Ortega,2021,10,1,0,0,0,2970
Stefan Ortega,2022,281,0,0,0,0,270
Stefan Ortega,2023,281,0,0,0,0,172
Stefan Posch,2019,533,9,0,0,1,2316
Stefan Posch,2020,533,11,0,0,0,2123
Stefan Posch,2021,533,5,0,2,0,2202
Stefan Posch,2022,533,2,0,0,0,19
Stefan Posch,2022,1025,6,0,6,2,2540
Stefan Posch,2023,1025,6,0,0,2,1602
Stefan Radu,2019,398,8,0,1,0,2315
Stefan Radu,2020,398,2,0,0,3,2466
Stefan Radu,2021,398,2,0,0,0,555
Stefan Radu,2022,398,0,0,0,0,1
Stefan Ristovski,2019,336,2,0,0,3,1551
Stefan Savic,2019,13,6,0,0,0,1980
Stefan Savic,2020,13,15,0,1,0,2954
Stefan Savic,2021,13,12,0,0,0,2441
Stefan Savic,2022,13,5,2,0,0,1946
Stefan Savic,2023,13,4,0,0,0,1174
Stefan Schimmer,2023,2036,0,0,0,1,97
Stefan Strandberg,2021,380,2,0,0,0,934
Stefan de Vrij,2019,46,4,0,4,3,2738
Stefan de Vrij,2020,46,3,0,1,0,2822
Stefan de Vrij,2021,46,3,0,0,0,2412
Stefan de Vrij,2022,46,4,0,1,0,1943
Stefan de Vrij,2023,46,0,0,1,0,1127
Stefano Beltrame,2020,1301,0,0,1,0,110
Stefano Beltrame,2021,1301,2,0,1,3,1395
Stefano Beltrame,2022,1301,3,0,0,0,1061
Stefano Denswil,2019,1025,7,0,0,1,2151
Stefano Denswil,2020,1025,0,0,0,0,202
Stefano Okaka,2019,410,10,0,7,2,2339
Stefano Okaka,2020,410,2,0,5,1,1575
Stefano Okaka,2021,410,1,0,0,1,20
Stefano Piccinini,2020,6574,0,0,0,0,8
Stefano Sabelli,2019,19,5,0,0,3,3079
Stefano Sabelli,2020,19,0,0,0,0,90
Stefano Sabelli,2023,252,4,0,0,0,1880
Stefano Sensi,2019,46,2,0,3,4,727
Stefano Sensi,2020,46,1,1,0,0,596
Stefano Sensi,2021,46,0,0,0,0,160
Stefano Sensi,2021,1038,1,0,1,0,757
Stefano Sensi,2022,2919,8,0,3,2,1628
Stefano Sensi,2023,46,0,0,0,0,28
Stefano Sturaro,2019,252,7,0,1,4,1250
Stefano Sturaro,2020,252,1,0,1,0,448
Stefano Sturaro,2020,276,5,0,0,0,424
Stefano Sturaro,2021,252,11,0,0,0,1777
Stefano Turati,2019,6574,0,0,0,0,180
Stefano Turati,2023,8970,0,0,0,0,2160
Stefanos Kapino,2019,86,0,0,0,0,90
Stefanos Kapino,2021,10,0,0,0,0,90
Steffen Tigges,2020,16,0,0,0,0,49
Steffen Tigges,2021,16,0,0,3,0,104
Steffen Tigges,2022,3,1,0,6,1,1599
Steffen Tigges,2023,3,0,0,0,0,411
Stephan El Shaarawy,2020,12,1,0,1,1,572
Stephan El Shaarawy,2021,12,1,0,3,0,1048
Stephan El Shaarawy,2022,12,3,0,7,3,1520
Stephan El Shaarawy,2023,12,1,0,3,3,1133
Stephan Lichtsteiner,2019,167,5,0,0,1,1346
Stephane Keller,2020,1108,0,0,0,0,15
Stephen Eustaquio,2019,2995,6,0,0,0,1224
Stephen Eustaquio,2020,2995,7,1,2,1,2805
Stephen Eustaquio,2021,720,1,0,0,0,84
Stephen Eustaquio,2021,2995,2,0,0,1,1478
Stephen Eustaquio,2022,720,4,0,2,5,1676
Stephen Eustaquio,2023,720,2,0,2,2,1454
Stephy Mavididi,2019,2969,0,0,5,1,1392
Stephy Mavididi,2020,969,3,0,9,0,2038
Stephy Mavididi,2021,969,4,0,8,3,2315
Stephy Mavididi,2022,969,1,1,4,2,1290
Stevan Jovetic,2019,162,2,1,2,0,474
Stevan Jovetic,2020,162,1,0,6,1,788
Stevan Jovetic,2021,44,4,0,6,1,1021
Stevan Jovetic,2022,44,0,0,4,2,887
Steve Cook,2019,989,6,1,1,0,2430
Steve Cook,2022,703,4,0,0,0,959
Steve Mandanda,2019,244,1,0,0,0,2371
Steve Mandanda,2020,244,1,0,0,0,3330
Steve Mandanda,2021,244,0,0,0,0,810
Steve Mandanda,2022,273,1,0,0,1,3015
Steve Mandanda,2023,273,1,0,0,0,2070
Steve Mounié,2020,3911,6,0,9,4,2687
Steve Mounié,2021,3911,1,0,9,2,2312
Steve Mounié,2022,3911,2,0,6,0,1662
Steve Mounié,2023,3911,2,1,3,2,1111
Steve Mvoué,2023,7378,0,0,0,0,56
Steve Ngoura,2023,738,0,0,0,1,81
Steven Alzate,2019,1237,1,0,0,0,1183
Steven Alzate,2020,1237,2,0,1,0,897
Steven Alzate,2021,1237,0,0,0,0,405
Steven Baseya,2023,667,0,0,0,0,4
Steven Bergwijn,2019,148,2,0,3,1,703
Steven Bergwijn,2020,148,3,0,1,4,1212
Steven Bergwijn,2021,148,1,0,3,1,550
Steven Fortes,2020,826,7,0,0,0,1439
Steven Fortes,2021,826,0,0,0,0,90
Steven Fortes,2022,826,0,0,0,0,6
Steven Moreira,2019,415,3,2,0,0,1390
Steven Nzonzi,2019,273,0,0,0,0,385
Steven Nzonzi,2020,273,8,1,1,1,2910
Steven Skrzybski,2019,38,0,0,1,2,528
Steven Skrzybski,2020,33,2,0,0,1,413
Steven Vitória,2019,979,6,0,5,0,1536
Steven Vitória,2020,979,8,0,3,0,1389
Steven Vitória,2021,979,11,0,2,0,1425
Steven Vitória,2022,3325,5,1,7,0,2647
Steven Vitória,2023,3325,5,0,1,0,1271
Steven Zuber,2019,533,1,0,2,0,751
Steven Zuber,2020,24,1,0,0,3,580
Stian Gregersen,2021,40,7,0,1,1,1956
Stijn Spierings,2022,415,5,0,2,1,3123
Stijn Spierings,2023,415,2,0,0,0,990
Stijn Spierings,2023,826,2,0,0,0,117
Stiven Mendoza,2019,1416,2,0,5,0,1102
Stiven Shpendi,2023,749,0,0,0,0,394
Stole Dimitrievski,2021,367,0,0,0,0,2771
Stole Dimitrievski,2022,367,4,0,0,0,3325
Stole Dimitrievski,2023,367,1,0,0,0,2340
Stoppila Sunzu,2019,347,2,1,0,0,1352
Strahinja Pavlovic,2020,162,0,0,0,0,1
Stredair Appuah,2022,995,0,0,0,0,62
Stredair Appuah,2023,995,0,0,0,0,62
Streli Mamba,2019,127,5,0,5,2,1527
Stuart Armstrong,2019,180,4,0,5,3,1717
Stuart Armstrong,2020,180,3,0,4,5,2774
Stuart Armstrong,2021,180,1,0,2,1,1470
Stuart Armstrong,2022,180,6,0,2,1,1405
Stuart Dallas,2020,399,7,0,8,2,3411
Stuart Dallas,2021,399,5,0,1,1,2922
Stéphane Bahoken,2019,1420,3,0,4,0,907
Stéphane Bahoken,2020,1420,4,0,6,2,1621
Stéphane Bahoken,2021,1420,0,0,3,1,1096
Stéphane Diarra,2020,1158,1,0,0,0,188
Stéphane Diarra,2021,1158,2,0,0,1,521
Stéphane Diarra,2022,1158,1,0,2,0,1068
Stéphane Ruffier,2019,618,1,0,0,0,1980
Suat Serdar,2019,33,2,0,7,0,1604
Suat Serdar,2020,33,3,0,1,3,1957
Suat Serdar,2021,44,6,0,3,0,2226
Suat Serdar,2022,44,7,0,4,2,2032
Suat Serdar,2023,276,2,0,0,1,744
Suf Podgoreanu,2021,3522,0,0,0,1,110
Suleiman Abdullahi,2019,89,1,0,1,0,153
Sung-yueng Ki,2019,237,0,0,0,0,8
Sung-yueng Ki,2019,762,0,0,0,0,136
Suso,2019,5,2,0,1,2,1361
Suso,2019,368,0,0,1,1,782
Suso,2020,368,2,0,3,4,2231
Suso,2021,368,0,0,0,1,388
Suso,2022,368,1,0,2,4,1060
Suso,2023,368,4,1,1,3,1151
Sven Bender,2019,15,3,0,2,1,2730
Sven Bender,2020,15,1,0,0,0,1173
Sven Botman,2020,1082,3,0,0,0,3311
Sven Botman,2021,1082,4,0,3,1,2250
Sven Botman,2022,762,2,0,0,0,3129
Sven Botman,2023,762,2,0,2,2,1198
Sven Michel,2019,127,7,0,5,1,1368
Sven Michel,2021,89,2,0,3,2,330
Sven Michel,2022,89,2,0,3,1,478
Sven Michel,2023,167,2,0,1,1,476
Sven Schipplock,2020,10,4,0,1,2,724
Sven Ulreich,2019,27,0,0,0,0,90
Sven Ulreich,2021,27,0,0,0,0,540
Sven Ulreich,2022,27,0,0,0,0,270
Sven Ulreich,2023,27,1,0,0,0,720
Sydney van Hooijdonk,2021,1025,0,0,0,0,35
Sylvain Marveaux,2020,1158,0,0,0,0,195
Sylvester Jasper,2023,7378,2,0,2,2,1514
Szymon Żurkowski,2019,430,0,0,0,0,10
Szymon Żurkowski,2021,749,5,0,6,3,2318
Szymon Żurkowski,2022,430,0,0,0,1,30
Szymon Żurkowski,2022,3522,1,0,0,0,424
Szymon Żurkowski,2023,749,2,0,4,0,453
Sávio,2020,2425,0,0,0,1,520
Sávio,2022,2425,2,0,0,1,309
Sávio,2023,2425,1,0,0,1,250
Sávio,2023,12321,4,0,7,7,2096
Sébastien Cibois,2020,3911,0,0,0,0,270
Sébastien Corchia,2019,714,1,0,0,0,270
Sébastien Corchia,2020,995,3,0,0,1,2067
Sébastien Corchia,2021,995,0,1,0,3,1318
Sébastien Corchia,2022,995,3,0,0,1,775
Sébastien Haller,2019,379,1,0,7,2,2263
Sébastien Haller,2020,379,0,0,3,0,935
Sébastien Haller,2022,16,1,0,9,5,1233
Sébastien Haller,2023,16,2,0,0,0,354
Sékou Mara,2020,40,0,0,1,2,225
Sékou Mara,2021,40,2,0,6,0,896
Sékou Mara,2022,180,1,0,1,2,542
Sérgio Conceição,2022,7378,1,0,0,0,118
Sérgio Oliveira,2019,720,7,0,3,5,1306
Sérgio Oliveira,2020,720,5,0,13,6,2388
Sérgio Oliveira,2021,12,5,0,2,1,899
Sérgio Oliveira,2021,720,2,0,2,0,390
Sílvio,2019,1085,4,1,0,1,2778
Sílvio,2020,2420,5,0,0,0,856
Sílvio,2021,2420,0,0,0,0,19
Tachi,2019,1108,1,0,0,0,236
Tachi,2020,1108,4,0,0,0,847
Tadeo Allende,2023,940,1,0,1,0,186
Tahith Chong,2019,985,0,0,0,0,34
Tahith Chong,2020,86,1,0,0,1,381
Tahith Chong,2023,1031,3,0,1,0,943
Taichi Fukui,2023,7378,0,0,0,0,32
Taiwo Awoniyi,2019,39,1,0,1,0,476
Taiwo Awoniyi,2020,89,0,0,5,3,1366
Taiwo Awoniyi,2021,89,1,0,15,2,2202
Taiwo Awoniyi,2022,703,2,0,10,1,1411
Taiwo Awoniyi,2023,703,2,0,6,3,987
Tajon Buchanan,2023,46,0,0,0,0,27
Takashi Inui,2019,1533,2,0,2,4,1965
Takashi Inui,2020,1533,0,0,1,0,1824
Takefusa Kubo,2019,237,4,0,4,5,2308
Takefusa Kubo,2020,1050,2,0,0,0,292
Takefusa Kubo,2020,3709,2,0,1,1,802
Takefusa Kubo,2021,237,4,0,1,1,1608
Takefusa Kubo,2022,681,3,0,9,7,2454
Takefusa Kubo,2023,681,1,0,7,3,1690
Takehiro Tomiyasu,2019,1025,8,0,1,3,2532
Takehiro Tomiyasu,2020,1025,4,0,2,0,2719
Takehiro Tomiyasu,2021,11,2,0,0,1,1684
Takehiro Tomiyasu,2021,1025,0,0,0,0,9
Takehiro Tomiyasu,2022,11,2,0,0,1,653
Takehiro Tomiyasu,2023,11,2,0,1,1,630
Takuma Asano,2021,80,1,0,3,4,1617
Takuma Asano,2022,80,1,0,3,2,1728
Takuma Asano,2023,80,1,0,6,1,1442
Takuma Nishimura,2019,7378,0,0,0,0,119
Takumi Minamino,2019,31,0,0,0,0,242
Takumi Minamino,2020,31,0,0,1,0,289
Takumi Minamino,2020,180,1,0,2,0,717
Takumi Minamino,2021,31,1,0,3,0,178
Takumi Minamino,2022,162,2,0,1,4,724
Takumi Minamino,2023,162,0,0,7,5,1380
Talocha,2020,2424,4,0,2,2,2526
Talocha,2021,2424,6,0,0,0,2783
Talocha,2023,4294,3,0,0,1,2004
Talys,2023,4294,0,0,0,0,53
Tamble,2023,7378,0,0,0,0,12
Tammy Abraham,2019,631,2,0,15,4,2222
Tammy Abraham,2020,631,0,0,6,2,1034
Tammy Abraham,2021,12,9,0,17,4,3097
Tammy Abraham,2022,12,2,0,8,4,2194
Tanguy Coulibaly,2020,79,2,0,2,1,1508
Tanguy Coulibaly,2021,79,8,0,0,2,1082
Tanguy Coulibaly,2022,79,3,0,4,0,316
Tanguy Coulibaly,2023,969,1,0,0,0,184
Tanguy Ndombélé,2019,148,3,0,2,2,1008
Tanguy Ndombélé,2020,148,3,0,3,2,2106
Tanguy Ndombélé,2021,148,1,0,1,1,486
Tanguy Ndombélé,2021,1041,3,0,0,2,704
Tanguy Ndombélé,2022,6195,5,0,1,0,796
Tanguy Nianzou,2019,583,1,0,2,0,452
Tanguy Nianzou,2020,27,1,1,0,0,115
Tanguy Nianzou,2021,27,4,0,1,1,573
Tanguy Nianzou,2022,368,1,1,1,0,1370
Tanguy Nianzou,2023,368,1,0,0,0,205
Tanguy Zoukrou,2021,1095,1,0,0,0,74
Tanguy Zoukrou,2022,1095,0,0,0,0,509
Tanner Tessmann,2021,607,1,1,0,0,671
Tarantini,2019,2425,7,0,3,0,2412
Tarantini,2020,2425,3,0,0,0,1356
Tariq Lamptey,2019,631,0,0,0,0,31
Tariq Lamptey,2019,1237,2,0,0,1,590
Tariq Lamptey,2020,1237,4,0,1,3,890
Tariq Lamptey,2021,1237,4,0,0,2,1556
Tariq Lamptey,2022,1237,1,0,0,0,441
Tariq Lamptey,2023,1237,3,0,0,3,519
Tariqe Fosu,2021,1148,0,0,0,0,16
Tarsis Bonga,2021,80,0,0,0,0,14
Tashan Oakley-Boothe,2023,2431,0,0,0,0,24
Taty Castellanos,2022,12321,11,0,13,1,2620
Taty Castellanos,2023,398,0,0,2,3,1004
Taylor Richards,2021,1237,0,0,0,0,23
Taïryk Arconte,2022,3911,0,0,0,0,126
Tchamba,2022,3268,0,0,0,0,387
Tchamba,2023,3268,1,0,0,0,458
Tecatito,2019,720,7,0,4,14,2763
